12:26:04.123 WARN  ~~ LOOPS: 10. ENTITY #: 316//90. VIEW #: 1. BACKLOGGED :: 132.300%! ~~ 
12:38:20.221 WARN  Total entity life+thought cycle time: 67 
12:38:20.221 WARN  Total entity selfie-taking time: 6 
12:38:20.221 WARN  Total time: 709 
12:47:39.960 WARN  ~~ LOOPS: 9. ENTITY #: 287//128. VIEW #: 1. BACKLOGGED :: 162.000%! ~~ 
12:47:39.961 WARN  Total activation time: 47 
12:47:39.961 WARN  Total collision time: 54 
12:47:39.961 WARN  Total cycle time: 385 
12:47:39.961 WARN  Total player update time: 159 
12:47:39.961 WARN  Total lb+minimap processing time: 107 
12:47:39.961 WARN  Total entity physics calculation time: 8 
12:47:39.961 WARN  Total entity life+thought cycle time: 103 
12:47:39.961 WARN  Total entity selfie-taking time: 60 
12:47:39.961 WARN  Total time: 923 
14:06:55.195 WARN  ~~ LOOPS: 11. ENTITY #: 310//52. VIEW #: 2. BACKLOGGED :: 135.273%! ~~ 
14:06:55.195 WARN  Total activation time: 66 
14:06:55.195 WARN  Total collision time: 62 
14:06:55.195 WARN  Total cycle time: 368 
14:06:55.195 WARN  Total player update time: 205 
14:06:55.195 WARN  Total lb+minimap processing time: 166 
14:06:55.195 WARN  Total entity physics calculation time: 171 
14:06:55.233 WARN  Total entity life+thought cycle time: 73 
14:06:55.233 WARN  Total entity selfie-taking time: 2 
14:06:55.233 WARN  Total time: 1113 
14:08:41.625 WARN  ~~ LOOPS: 7. ENTITY #: 284//40. VIEW #: 2. BACKLOGGED :: 198.429%! ~~ 
14:08:41.626 WARN  Total activation time: 176 
14:08:41.626 WARN  Total collision time: 4 
14:08:41.627 WARN  Total cycle time: 283 
14:08:41.627 WARN  Total player update time: 161 
14:08:41.627 WARN  Total lb+minimap processing time: 116 
14:08:41.628 WARN  Total entity physics calculation time: 59 
14:08:41.637 WARN  Total entity life+thought cycle time: 33 
14:08:41.638 WARN  Total entity selfie-taking time: 37 
14:08:41.638 WARN  Total time: 869 
14:08:42.759 WARN  ~~ LOOPS: 11. ENTITY #: 286//40. VIEW #: 2. BACKLOGGED :: 118.364%! ~~ 
14:08:42.759 WARN  Total activation time: 62 
14:08:42.760 WARN  Total collision time: 0 
14:08:42.764 WARN  Total cycle time: 372 
14:08:42.765 WARN  Total player update time: 101 
14:08:42.765 WARN  Total lb+minimap processing time: 74 
14:08:42.765 WARN  Total entity physics calculation time: 38 
14:08:42.765 WARN  Total entity life+thought cycle time: 119 
14:08:42.766 WARN  Total entity selfie-taking time: 8 
14:08:42.766 WARN  Total time: 774 
14:08:57.815 WARN  ~~ LOOPS: 9. ENTITY #: 296//18. VIEW #: 0. BACKLOGGED :: 216.000%! ~~ 
14:08:57.815 WARN  Total activation time: 70 
14:08:57.816 WARN  Total collision time: 0 
14:08:57.816 WARN  Total cycle time: 578 
14:08:57.816 WARN  Total player update time: 0 
14:08:57.821 WARN  Total lb+minimap processing time: 180 
14:08:57.821 WARN  Total entity physics calculation time: 336 
14:08:57.821 WARN  Total entity life+thought cycle time: 55 
14:08:57.821 WARN  Total entity selfie-taking time: 1 
14:08:57.821 WARN  Total time: 1220 
14:08:59.409 WARN  ~~ LOOPS: 6. ENTITY #: 296//18. VIEW #: 0. BACKLOGGED :: 385.500%! ~~ 
14:08:59.409 WARN  Total activation time: 216 
14:08:59.409 WARN  Total collision time: 0 
14:08:59.409 WARN  Total cycle time: 545 
14:08:59.409 WARN  Total player update time: 0 
14:08:59.409 WARN  Total lb+minimap processing time: 299 
14:08:59.409 WARN  Total entity physics calculation time: 114 
14:08:59.409 WARN  Total entity life+thought cycle time: 254 
14:08:59.409 WARN  Total entity selfie-taking time: 55 
14:08:59.409 WARN  Total time: 1483 
14:09:00.699 WARN  ~~ LOOPS: 4. ENTITY #: 296//13. VIEW #: 0. BACKLOGGED :: 438.000%! ~~ 
14:09:00.699 WARN  Total activation time: 152 
14:09:00.700 WARN  Total collision time: 0 
14:09:00.700 WARN  Total cycle time: 432 
14:09:00.700 WARN  Total player update time: 0 
14:09:00.700 WARN  Total lb+minimap processing time: 198 
14:09:00.700 WARN  Total entity physics calculation time: 145 
14:09:00.700 WARN  Total entity life+thought cycle time: 47 
14:09:00.700 WARN  Total entity selfie-taking time: 0 
14:09:00.700 WARN  Total time: 974 
14:09:01.798 WARN  ~~ LOOPS: 9. ENTITY #: 297//18. VIEW #: 0. BACKLOGGED :: 139.333%! ~~ 
14:09:01.803 WARN  Total activation time: 94 
14:09:01.805 WARN  Total collision time: 0 
14:09:01.806 WARN  Total cycle time: 324 
14:09:01.806 WARN  Total player update time: 0 
14:09:01.809 WARN  Total lb+minimap processing time: 85 
14:09:01.809 WARN  Total entity physics calculation time: 90 
14:09:01.821 WARN  Total entity life+thought cycle time: 39 
14:09:01.821 WARN  Total entity selfie-taking time: 16 
14:09:01.823 WARN  Total time: 648 
14:09:21.206 WARN  ~~ LOOPS: 10. ENTITY #: 292//16. VIEW #: 0. BACKLOGGED :: 173.100%! ~~ 
14:09:21.207 WARN  Total activation time: 63 
14:09:21.207 WARN  Total collision time: 1 
14:09:21.207 WARN  Total cycle time: 513 
14:09:21.208 WARN  Total player update time: 0 
14:09:21.208 WARN  Total lb+minimap processing time: 27 
14:09:21.208 WARN  Total entity physics calculation time: 88 
14:09:21.209 WARN  Total entity life+thought cycle time: 27 
14:09:21.209 WARN  Total entity selfie-taking time: 1 
14:09:21.209 WARN  Total time: 720 
18:24:48.132 WARN  ~~ LOOPS: 5. ENTITY #: 313//133. VIEW #: 2. BACKLOGGED :: 207.000%! ~~ 
18:24:48.132 WARN  Total activation time: 47 
18:24:48.135 WARN  Total collision time: 13 
18:24:48.135 WARN  Total cycle time: 285 
18:24:48.135 WARN  Total player update time: 73 
18:24:48.135 WARN  Total lb+minimap processing time: 49 
18:24:48.136 WARN  Total entity physics calculation time: 44 
18:24:48.136 WARN  Total entity life+thought cycle time: 144 
18:24:48.136 WARN  Total entity selfie-taking time: 60 
18:24:48.136 WARN  Total time: 715 
18:25:19.887 WARN  ~~ LOOPS: 12. ENTITY #: 326//118. VIEW #: 2. BACKLOGGED :: 129.000%! ~~ 
18:25:19.887 WARN  Total activation time: 39 
18:25:19.887 WARN  Total collision time: 17 
18:25:19.887 WARN  Total cycle time: 459 
18:25:19.887 WARN  Total player update time: 95 
18:25:19.887 WARN  Total lb+minimap processing time: 31 
18:25:19.887 WARN  Total entity physics calculation time: 51 
18:25:19.887 WARN  Total entity life+thought cycle time: 178 
18:25:19.887 WARN  Total entity selfie-taking time: 49 
18:25:19.887 WARN  Total time: 919 
18:25:20.938 WARN  ~~ LOOPS: 9. ENTITY #: 327//118. VIEW #: 2. BACKLOGGED :: 220.000%! ~~ 
18:25:20.938 WARN  Total activation time: 20 
18:25:20.938 WARN  Total collision time: 5 
18:25:20.938 WARN  Total cycle time: 635 
18:25:20.938 WARN  Total player update time: 122 
18:25:20.938 WARN  Total lb+minimap processing time: 28 
18:25:20.938 WARN  Total entity physics calculation time: 67 
18:25:20.938 WARN  Total entity life+thought cycle time: 385 
18:25:20.938 WARN  Total entity selfie-taking time: 3 
18:25:20.938 WARN  Total time: 1265 
18:26:03.009 WARN  ~~ LOOPS: 13. ENTITY #: 376//60. VIEW #: 2. BACKLOGGED :: 105.923%! ~~ 
18:26:03.009 WARN  Total activation time: 102 
18:26:03.009 WARN  Total collision time: 58 
18:26:03.009 WARN  Total cycle time: 299 
18:26:03.009 WARN  Total player update time: 94 
18:26:03.009 WARN  Total lb+minimap processing time: 59 
18:26:03.009 WARN  Total entity physics calculation time: 21 
18:26:03.009 WARN  Total entity life+thought cycle time: 62 
18:26:03.009 WARN  Total entity selfie-taking time: 80 
18:26:03.009 WARN  Total time: 775 
18:26:46.936 WARN  ~~ LOOPS: 12. ENTITY #: 403//80. VIEW #: 2. BACKLOGGED :: 105.250%! ~~ 
18:26:46.960 WARN  Total activation time: 70 
18:26:46.961 WARN  Total collision time: 2 
18:26:46.961 WARN  Total cycle time: 349 
18:26:46.961 WARN  Total player update time: 78 
18:26:46.962 WARN  Total lb+minimap processing time: 74 
18:26:46.962 WARN  Total entity physics calculation time: 88 
18:26:46.962 WARN  Total entity life+thought cycle time: 145 
18:26:46.962 WARN  Total entity selfie-taking time: 72 
18:26:46.963 WARN  Total time: 878 
18:26:48.049 WARN  ~~ LOOPS: 12. ENTITY #: 403//82. VIEW #: 2. BACKLOGGED :: 116.250%! ~~ 
18:26:48.049 WARN  Total activation time: 104 
18:26:48.049 WARN  Total collision time: 14 
18:26:48.049 WARN  Total cycle time: 347 
18:26:48.049 WARN  Total player update time: 34 
18:26:48.049 WARN  Total lb+minimap processing time: 22 
18:26:48.049 WARN  Total entity physics calculation time: 71 
18:26:48.049 WARN  Total entity life+thought cycle time: 74 
18:26:48.049 WARN  Total entity selfie-taking time: 27 
18:26:48.049 WARN  Total time: 693 
18:27:03.831 WARN  ~~ LOOPS: 14. ENTITY #: 415//103. VIEW #: 2. BACKLOGGED :: 100.929%! ~~ 
18:27:03.831 WARN  Total activation time: 91 
18:27:03.831 WARN  Total collision time: 9 
18:27:03.833 WARN  Total cycle time: 371 
18:27:03.833 WARN  Total player update time: 74 
18:27:03.833 WARN  Total lb+minimap processing time: 21 
18:27:03.833 WARN  Total entity physics calculation time: 110 
18:27:03.833 WARN  Total entity life+thought cycle time: 162 
18:27:03.833 WARN  Total entity selfie-taking time: 10 
18:27:03.833 WARN  Total time: 848 
18:32:18.649 WARN  ~~ LOOPS: 13. ENTITY #: 223//67. VIEW #: 2. BACKLOGGED :: 115.385%! ~~ 
18:32:18.649 WARN  Total activation time: 57 
18:32:18.649 WARN  Total collision time: 28 
18:32:18.649 WARN  Total cycle time: 415 
18:32:18.649 WARN  Total player update time: 38 
18:32:18.649 WARN  Total lb+minimap processing time: 16 
18:32:18.649 WARN  Total entity physics calculation time: 73 
18:32:18.649 WARN  Total entity life+thought cycle time: 81 
18:32:18.649 WARN  Total entity selfie-taking time: 9 
18:32:18.649 WARN  Total time: 717 
18:32:19.651 WARN  ~~ LOOPS: 12. ENTITY #: 228//69. VIEW #: 2. BACKLOGGED :: 116.250%! ~~ 
18:32:19.651 WARN  Total activation time: 44 
18:32:19.651 WARN  Total collision time: 52 
18:32:19.651 WARN  Total cycle time: 369 
18:32:19.651 WARN  Total player update time: 94 
18:32:19.651 WARN  Total lb+minimap processing time: 12 
18:32:19.651 WARN  Total entity physics calculation time: 48 
18:32:19.651 WARN  Total entity life+thought cycle time: 172 
18:32:19.651 WARN  Total entity selfie-taking time: 15 
18:32:19.651 WARN  Total time: 806 
18:33:02.287 WARN  ~~ LOOPS: 12. ENTITY #: 298//128. VIEW #: 2. BACKLOGGED :: 149.500%! ~~ 
18:33:02.287 WARN  Total activation time: 32 
18:33:02.287 WARN  Total collision time: 114 
18:33:02.287 WARN  Total cycle time: 452 
18:33:02.287 WARN  Total player update time: 129 
18:33:02.287 WARN  Total lb+minimap processing time: 26 
18:33:02.287 WARN  Total entity physics calculation time: 132 
18:33:02.287 WARN  Total entity life+thought cycle time: 99 
18:33:02.287 WARN  Total entity selfie-taking time: 25 
18:33:02.287 WARN  Total time: 1009 
18:33:17.432 WARN  ~~ LOOPS: 13. ENTITY #: 221//62. VIEW #: 2. BACKLOGGED :: 100.615%! ~~ 
18:33:17.432 WARN  Total activation time: 94 
18:33:17.432 WARN  Total collision time: 16 
18:33:17.432 WARN  Total cycle time: 325 
18:33:17.432 WARN  Total player update time: 102 
18:33:17.432 WARN  Total lb+minimap processing time: 7 
18:33:17.432 WARN  Total entity physics calculation time: 29 
18:33:17.437 WARN  Total entity life+thought cycle time: 69 
18:33:17.438 WARN  Total entity selfie-taking time: 1 
18:33:17.438 WARN  Total time: 643 
18:34:02.459 WARN  ~~ LOOPS: 7. ENTITY #: 211//79. VIEW #: 2. BACKLOGGED :: 306.857%! ~~ 
18:34:02.459 WARN  Total activation time: 55 
18:34:02.459 WARN  Total collision time: 421 
18:34:02.459 WARN  Total cycle time: 240 
18:34:02.459 WARN  Total player update time: 136 
18:34:02.459 WARN  Total lb+minimap processing time: 102 
18:34:02.459 WARN  Total entity physics calculation time: 48 
18:34:02.459 WARN  Total entity life+thought cycle time: 18 
18:34:02.467 WARN  Total entity selfie-taking time: 34 
18:34:02.468 WARN  Total time: 1054 
18:34:03.497 WARN  ~~ LOOPS: 10. ENTITY #: 212//76. VIEW #: 2. BACKLOGGED :: 113.700%! ~~ 
18:34:03.497 WARN  Total activation time: 31 
18:34:03.497 WARN  Total collision time: 189 
18:34:03.498 WARN  Total cycle time: 159 
18:34:03.498 WARN  Total player update time: 18 
18:34:03.498 WARN  Total lb+minimap processing time: 20 
18:34:03.498 WARN  Total entity physics calculation time: 46 
18:34:03.498 WARN  Total entity life+thought cycle time: 31 
18:34:03.498 WARN  Total entity selfie-taking time: 7 
18:34:03.498 WARN  Total time: 501 
18:34:32.042 WARN  ~~ LOOPS: 12. ENTITY #: 227//92. VIEW #: 2. BACKLOGGED :: 105.000%! ~~ 
18:34:32.042 WARN  Total activation time: 54 
18:34:32.042 WARN  Total collision time: 200 
18:34:32.042 WARN  Total cycle time: 166 
18:34:32.042 WARN  Total player update time: 53 
18:34:32.042 WARN  Total lb+minimap processing time: 90 
18:34:32.042 WARN  Total entity physics calculation time: 9 
18:34:32.042 WARN  Total entity life+thought cycle time: 52 
18:34:32.042 WARN  Total entity selfie-taking time: 12 
18:34:32.042 WARN  Total time: 636 
18:34:33.178 WARN  ~~ LOOPS: 8. ENTITY #: 227//92. VIEW #: 2. BACKLOGGED :: 238.500%! ~~ 
18:34:33.178 WARN  Total activation time: 63 
18:34:33.178 WARN  Total collision time: 299 
18:34:33.178 WARN  Total cycle time: 274 
18:34:33.178 WARN  Total player update time: 180 
18:34:33.178 WARN  Total lb+minimap processing time: 78 
18:34:33.178 WARN  Total entity physics calculation time: 38 
18:34:33.178 WARN  Total entity life+thought cycle time: 71 
18:34:33.178 WARN  Total entity selfie-taking time: 9 
18:34:33.178 WARN  Total time: 1012 
18:34:47.404 WARN  ~~ LOOPS: 14. ENTITY #: 227//89. VIEW #: 2. BACKLOGGED :: 108.214%! ~~ 
18:34:47.404 WARN  Total activation time: 35 
18:34:47.404 WARN  Total collision time: 130 
18:34:47.404 WARN  Total cycle time: 339 
18:34:47.404 WARN  Total player update time: 33 
18:34:47.404 WARN  Total lb+minimap processing time: 13 
18:34:47.404 WARN  Total entity physics calculation time: 153 
18:34:47.404 WARN  Total entity life+thought cycle time: 60 
18:34:47.404 WARN  Total entity selfie-taking time: 28 
18:34:47.404 WARN  Total time: 791 
18:35:02.727 WARN  ~~ LOOPS: 9. ENTITY #: 227//87. VIEW #: 2. BACKLOGGED :: 204.000%! ~~ 
18:35:02.727 WARN  Total activation time: 80 
18:35:02.728 WARN  Total collision time: 191 
18:35:02.728 WARN  Total cycle time: 341 
18:35:02.728 WARN  Total player update time: 113 
18:35:02.728 WARN  Total lb+minimap processing time: 59 
18:35:02.728 WARN  Total entity physics calculation time: 32 
18:35:02.728 WARN  Total entity life+thought cycle time: 82 
18:35:02.728 WARN  Total entity selfie-taking time: 34 
18:35:02.728 WARN  Total time: 932 
18:35:19.083 WARN  ~~ LOOPS: 13. ENTITY #: 228//82. VIEW #: 2. BACKLOGGED :: 132.923%! ~~ 
18:35:19.083 WARN  Total activation time: 27 
18:35:19.084 WARN  Total collision time: 190 
18:35:19.084 WARN  Total cycle time: 359 
18:35:19.084 WARN  Total player update time: 51 
18:35:19.085 WARN  Total lb+minimap processing time: 14 
18:35:19.085 WARN  Total entity physics calculation time: 60 
18:35:19.086 WARN  Total entity life+thought cycle time: 138 
18:35:19.086 WARN  Total entity selfie-taking time: 45 
18:35:19.086 WARN  Total time: 884 
18:35:34.535 WARN  ~~ LOOPS: 13. ENTITY #: 229//80. VIEW #: 2. BACKLOGGED :: 108.923%! ~~ 
18:35:34.535 WARN  Total activation time: 37 
18:35:34.535 WARN  Total collision time: 199 
18:35:34.535 WARN  Total cycle time: 235 
18:35:34.535 WARN  Total player update time: 96 
18:35:34.535 WARN  Total lb+minimap processing time: 66 
18:35:34.535 WARN  Total entity physics calculation time: 37 
18:35:34.535 WARN  Total entity life+thought cycle time: 63 
18:35:34.535 WARN  Total entity selfie-taking time: 30 
18:35:34.536 WARN  Total time: 763 
18:35:35.649 WARN  ~~ LOOPS: 8. ENTITY #: 229//75. VIEW #: 2. BACKLOGGED :: 231.375%! ~~ 
18:35:35.649 WARN  Total activation time: 18 
18:35:35.649 WARN  Total collision time: 283 
18:35:35.649 WARN  Total cycle time: 316 
18:35:35.649 WARN  Total player update time: 101 
18:35:35.649 WARN  Total lb+minimap processing time: 89 
18:35:35.649 WARN  Total entity physics calculation time: 150 
18:35:35.649 WARN  Total entity life+thought cycle time: 67 
18:35:35.649 WARN  Total entity selfie-taking time: 1 
18:35:35.649 WARN  Total time: 1025 
18:35:36.715 WARN  ~~ LOOPS: 6. ENTITY #: 230//80. VIEW #: 2. BACKLOGGED :: 249.500%! ~~ 
18:35:36.715 WARN  Total activation time: 47 
18:35:36.715 WARN  Total collision time: 218 
18:35:36.715 WARN  Total cycle time: 234 
18:35:36.715 WARN  Total player update time: 132 
18:35:36.715 WARN  Total lb+minimap processing time: 63 
18:35:36.715 WARN  Total entity physics calculation time: 16 
18:35:36.716 WARN  Total entity life+thought cycle time: 72 
18:35:36.716 WARN  Total entity selfie-taking time: 23 
18:35:36.716 WARN  Total time: 805 
18:35:37.739 WARN  ~~ LOOPS: 9. ENTITY #: 230//76. VIEW #: 2. BACKLOGGED :: 191.000%! ~~ 
18:35:37.739 WARN  Total activation time: 32 
18:35:37.739 WARN  Total collision time: 299 
18:35:37.739 WARN  Total cycle time: 242 
18:35:37.739 WARN  Total player update time: 137 
18:35:37.739 WARN  Total lb+minimap processing time: 15 
18:35:37.739 WARN  Total entity physics calculation time: 84 
18:35:37.739 WARN  Total entity life+thought cycle time: 62 
18:35:37.739 WARN  Total entity selfie-taking time: 13 
18:35:37.739 WARN  Total time: 884 
18:35:48.069 WARN  ~~ LOOPS: 10. ENTITY #: 234//75. VIEW #: 2. BACKLOGGED :: 172.200%! ~~ 
18:35:48.070 WARN  Total activation time: 30 
18:35:48.071 WARN  Total collision time: 215 
18:35:48.071 WARN  Total cycle time: 329 
18:35:48.078 WARN  Total player update time: 104 
18:35:48.079 WARN  Total lb+minimap processing time: 61 
18:35:48.080 WARN  Total entity physics calculation time: 23 
18:35:48.082 WARN  Total entity life+thought cycle time: 62 
18:35:48.082 WARN  Total entity selfie-taking time: 120 
18:35:48.082 WARN  Total time: 944 
18:36:04.450 WARN  ~~ LOOPS: 12. ENTITY #: 239//75. VIEW #: 2. BACKLOGGED :: 108.500%! ~~ 
18:36:04.450 WARN  Total activation time: 14 
18:36:04.450 WARN  Total collision time: 248 
18:36:04.450 WARN  Total cycle time: 172 
18:36:04.450 WARN  Total player update time: 80 
18:36:04.450 WARN  Total lb+minimap processing time: 17 
18:36:04.450 WARN  Total entity physics calculation time: 6 
18:36:04.450 WARN  Total entity life+thought cycle time: 16 
18:36:04.450 WARN  Total entity selfie-taking time: 27 
18:36:04.450 WARN  Total time: 580 
18:37:02.620 WARN  ~~ LOOPS: 14. ENTITY #: 241//73. VIEW #: 2. BACKLOGGED :: 106.286%! ~~ 
18:37:02.620 WARN  Total activation time: 24 
18:37:02.621 WARN  Total collision time: 175 
18:37:02.621 WARN  Total cycle time: 293 
18:37:02.622 WARN  Total player update time: 47 
18:37:02.622 WARN  Total lb+minimap processing time: 8 
18:37:02.622 WARN  Total entity physics calculation time: 99 
18:37:02.624 WARN  Total entity life+thought cycle time: 79 
18:37:02.624 WARN  Total entity selfie-taking time: 19 
18:37:02.625 WARN  Total time: 744 
18:37:33.265 WARN  ~~ LOOPS: 14. ENTITY #: 242//72. VIEW #: 2. BACKLOGGED :: 106.286%! ~~ 
18:37:33.265 WARN  Total activation time: 79 
18:37:33.265 WARN  Total collision time: 251 
18:37:33.265 WARN  Total cycle time: 166 
18:37:33.265 WARN  Total player update time: 39 
18:37:33.265 WARN  Total lb+minimap processing time: 15 
18:37:33.265 WARN  Total entity physics calculation time: 64 
18:37:33.265 WARN  Total entity life+thought cycle time: 19 
18:37:33.265 WARN  Total entity selfie-taking time: 33 
18:37:33.265 WARN  Total time: 666 
18:38:03.038 WARN  ~~ LOOPS: 14. ENTITY #: 242//73. VIEW #: 2. BACKLOGGED :: 108.000%! ~~ 
18:38:03.039 WARN  Total activation time: 35 
18:38:03.039 WARN  Total collision time: 239 
18:38:03.039 WARN  Total cycle time: 230 
18:38:03.039 WARN  Total player update time: 74 
18:38:03.039 WARN  Total lb+minimap processing time: 50 
18:38:03.039 WARN  Total entity physics calculation time: 15 
18:38:03.039 WARN  Total entity life+thought cycle time: 81 
18:38:03.039 WARN  Total entity selfie-taking time: 9 
18:38:03.039 WARN  Total time: 733 
18:38:04.110 WARN  ~~ LOOPS: 11. ENTITY #: 241//73. VIEW #: 2. BACKLOGGED :: 158.455%! ~~ 
18:38:04.110 WARN  Total activation time: 75 
18:38:04.110 WARN  Total collision time: 267 
18:38:04.110 WARN  Total cycle time: 239 
18:38:04.110 WARN  Total player update time: 76 
18:38:04.110 WARN  Total lb+minimap processing time: 31 
18:38:04.111 WARN  Total entity physics calculation time: 73 
18:38:04.111 WARN  Total entity life+thought cycle time: 77 
18:38:04.111 WARN  Total entity selfie-taking time: 24 
18:38:04.111 WARN  Total time: 862 
18:38:17.457 WARN  ~~ LOOPS: 10. ENTITY #: 242//71. VIEW #: 2. BACKLOGGED :: 173.400%! ~~ 
18:38:17.458 WARN  Total activation time: 60 
18:38:17.476 WARN  Total collision time: 302 
18:38:17.476 WARN  Total cycle time: 216 
18:38:17.476 WARN  Total player update time: 73 
18:38:17.476 WARN  Total lb+minimap processing time: 8 
18:38:17.476 WARN  Total entity physics calculation time: 41 
18:38:17.476 WARN  Total entity life+thought cycle time: 13 
18:38:17.476 WARN  Total entity selfie-taking time: 4 
18:38:17.476 WARN  Total time: 717 
18:38:34.950 WARN  ~~ LOOPS: 9. ENTITY #: 242//73. VIEW #: 2. BACKLOGGED :: 211.333%! ~~ 
18:38:34.950 WARN  Total activation time: 94 
18:38:34.951 WARN  Total collision time: 195 
18:38:34.951 WARN  Total cycle time: 345 
18:38:34.952 WARN  Total player update time: 83 
18:38:34.952 WARN  Total lb+minimap processing time: 68 
18:38:34.964 WARN  Total entity physics calculation time: 8 
18:38:34.965 WARN  Total entity life+thought cycle time: 94 
18:38:34.965 WARN  Total entity selfie-taking time: 24 
18:38:34.966 WARN  Total time: 911 
18:38:36.010 WARN  ~~ LOOPS: 13. ENTITY #: 242//73. VIEW #: 2. BACKLOGGED :: 104.308%! ~~ 
18:38:36.010 WARN  Total activation time: 93 
18:38:36.010 WARN  Total collision time: 223 
18:38:36.010 WARN  Total cycle time: 133 
18:38:36.010 WARN  Total player update time: 120 
18:38:36.010 WARN  Total lb+minimap processing time: 33 
18:38:36.010 WARN  Total entity physics calculation time: 23 
18:38:36.010 WARN  Total entity life+thought cycle time: 47 
18:38:36.010 WARN  Total entity selfie-taking time: 10 
18:38:36.010 WARN  Total time: 682 
18:38:51.618 WARN  ~~ LOOPS: 11. ENTITY #: 242//73. VIEW #: 2. BACKLOGGED :: 206.455%! ~~ 
18:38:51.619 WARN  Total activation time: 13 
18:38:51.619 WARN  Total collision time: 327 
18:38:51.619 WARN  Total cycle time: 417 
18:38:51.619 WARN  Total player update time: 74 
18:38:51.620 WARN  Total lb+minimap processing time: 32 
18:38:51.620 WARN  Total entity physics calculation time: 184 
18:38:51.643 WARN  Total entity life+thought cycle time: 11 
18:38:51.650 WARN  Total entity selfie-taking time: 11 
18:38:51.664 WARN  Total time: 1069 
