12:11:10.741 WARN  Malformed command packet. Kicking. 1 warning. 
15:21:06.289 WARN  Total player update time: 40 
15:21:06.290 WARN  Total lb+minimap processing time: 13 
15:21:06.291 WARN  Total entity physics calculation time: 13 
15:21:06.291 WARN  Total entity life+thought cycle time: 89 
15:21:06.291 WARN  Total entity selfie-taking time: 291 
15:21:06.293 WARN  Total time: 1021 
15:21:09.335 WARN  ~~ LOOPS: 12. ENTITY #: 525//383. VIEW #: 1. BACKLOGGED :: 146.250%! ~~ 
15:21:09.335 WARN  Total activation time: 36 
15:21:09.335 WARN  Total collision time: 19 
15:21:09.351 WARN  Total cycle time: 530 
15:21:09.351 WARN  Total player update time: 70 
15:21:09.351 WARN  Total lb+minimap processing time: 12 
15:21:09.352 WARN  Total entity physics calculation time: 18 
15:21:09.352 WARN  Total entity life+thought cycle time: 80 
15:21:09.353 WARN  Total entity selfie-taking time: 32 
15:21:09.353 WARN  Total time: 797 
15:21:10.367 WARN  ~~ LOOPS: 14. ENTITY #: 527//384. VIEW #: 1. BACKLOGGED :: 111.857%! ~~ 
15:21:10.368 WARN  Total activation time: 63 
15:21:10.368 WARN  Total collision time: 29 
15:21:10.368 WARN  Total cycle time: 430 
15:21:10.369 WARN  Total player update time: 40 
15:21:10.369 WARN  Total lb+minimap processing time: 9 
15:21:10.369 WARN  Total entity physics calculation time: 30 
15:21:10.370 WARN  Total entity life+thought cycle time: 88 
15:21:10.371 WARN  Total entity selfie-taking time: 24 
15:21:10.371 WARN  Total time: 713 
15:21:14.805 WARN  ~~ LOOPS: 14. ENTITY #: 542//394. VIEW #: 1. BACKLOGGED :: 149.571%! ~~ 
15:21:14.806 WARN  Total activation time: 52 
15:21:14.806 WARN  Total collision time: 25 
15:21:14.806 WARN  Total cycle time: 621 
15:21:14.807 WARN  Total player update time: 281 
15:21:14.807 WARN  Total lb+minimap processing time: 12 
15:21:14.807 WARN  Total entity physics calculation time: 30 
15:21:14.808 WARN  Total entity life+thought cycle time: 489 
15:21:14.808 WARN  Total entity selfie-taking time: 36 
15:21:14.808 WARN  Total time: 1546 
15:21:17.862 WARN  ~~ LOOPS: 10. ENTITY #: 563//407. VIEW #: 1. BACKLOGGED :: 199.800%! ~~ 
15:21:17.862 WARN  Total activation time: 46 
15:21:17.862 WARN  Total collision time: 25 
15:21:17.862 WARN  Total cycle time: 595 
15:21:17.862 WARN  Total player update time: 64 
15:21:17.862 WARN  Total lb+minimap processing time: 8 
15:21:17.862 WARN  Total entity physics calculation time: 410 
15:21:17.862 WARN  Total entity life+thought cycle time: 79 
15:21:17.863 WARN  Total entity selfie-taking time: 22 
15:21:17.863 WARN  Total time: 1249 
15:21:18.888 WARN  ~~ LOOPS: 15. ENTITY #: 570//407. VIEW #: 1. BACKLOGGED :: 103.200%! ~~ 
15:21:18.888 WARN  Total activation time: 50 
15:21:18.888 WARN  Total collision time: 17 
15:21:18.888 WARN  Total cycle time: 449 
15:21:18.888 WARN  Total player update time: 58 
15:21:18.888 WARN  Total lb+minimap processing time: 11 
15:21:18.889 WARN  Total entity physics calculation time: 14 
15:21:18.889 WARN  Total entity life+thought cycle time: 324 
15:21:18.889 WARN  Total entity selfie-taking time: 39 
15:21:18.889 WARN  Total time: 962 
15:21:19.902 WARN  ~~ LOOPS: 11. ENTITY #: 572//409. VIEW #: 1. BACKLOGGED :: 171.273%! ~~ 
15:21:19.902 WARN  Total activation time: 37 
15:21:19.902 WARN  Total collision time: 16 
15:21:19.902 WARN  Total cycle time: 575 
15:21:19.902 WARN  Total player update time: 34 
15:21:19.902 WARN  Total lb+minimap processing time: 9 
15:21:19.902 WARN  Total entity physics calculation time: 15 
15:21:19.902 WARN  Total entity life+thought cycle time: 45 
15:21:19.902 WARN  Total entity selfie-taking time: 485 
15:21:19.903 WARN  Total time: 1216 
15:21:21.928 WARN  ~~ LOOPS: 14. ENTITY #: 581//408. VIEW #: 1. BACKLOGGED :: 116.786%! ~~ 
15:21:21.929 WARN  Total activation time: 54 
15:21:21.929 WARN  Total collision time: 24 
15:21:21.929 WARN  Total cycle time: 465 
15:21:21.930 WARN  Total player update time: 81 
15:21:21.930 WARN  Total lb+minimap processing time: 6 
15:21:21.930 WARN  Total entity physics calculation time: 30 
15:21:21.930 WARN  Total entity life+thought cycle time: 281 
15:21:21.931 WARN  Total entity selfie-taking time: 66 
15:21:21.931 WARN  Total time: 1007 
15:21:22.950 WARN  ~~ LOOPS: 14. ENTITY #: 528//371. VIEW #: 1. BACKLOGGED :: 108.214%! ~~ 
15:21:22.950 WARN  Total activation time: 50 
15:21:22.950 WARN  Total collision time: 34 
15:21:22.950 WARN  Total cycle time: 421 
15:21:22.950 WARN  Total player update time: 36 
15:21:22.950 WARN  Total lb+minimap processing time: 10 
15:21:22.950 WARN  Total entity physics calculation time: 18 
15:21:22.950 WARN  Total entity life+thought cycle time: 238 
15:21:22.950 WARN  Total entity selfie-taking time: 27 
15:21:22.950 WARN  Total time: 834 
15:21:24.017 WARN  ~~ LOOPS: 13. ENTITY #: 528//355. VIEW #: 1. BACKLOGGED :: 132.923%! ~~ 
15:21:24.018 WARN  Total activation time: 52 
15:21:24.018 WARN  Total collision time: 23 
15:21:24.019 WARN  Total cycle time: 501 
15:21:24.019 WARN  Total player update time: 39 
15:21:24.020 WARN  Total lb+minimap processing time: 18 
15:21:24.020 WARN  Total entity physics calculation time: 19 
15:21:24.021 WARN  Total entity life+thought cycle time: 405 
15:21:24.021 WARN  Total entity selfie-taking time: 19 
15:21:24.022 WARN  Total time: 1076 
15:21:27.046 WARN  ~~ LOOPS: 14. ENTITY #: 542//379. VIEW #: 1. BACKLOGGED :: 114.214%! ~~ 
15:21:27.046 WARN  Total activation time: 53 
15:21:27.046 WARN  Total collision time: 25 
15:21:27.046 WARN  Total cycle time: 455 
15:21:27.046 WARN  Total player update time: 38 
15:21:27.046 WARN  Total lb+minimap processing time: 16 
15:21:27.046 WARN  Total entity physics calculation time: 22 
15:21:27.047 WARN  Total entity life+thought cycle time: 65 
15:21:27.047 WARN  Total entity selfie-taking time: 280 
15:21:27.047 WARN  Total time: 954 
15:21:30.062 WARN  ~~ LOOPS: 13. ENTITY #: 538//414. VIEW #: 1. BACKLOGGED :: 127.154%! ~~ 
15:21:30.062 WARN  Total activation time: 43 
15:21:30.062 WARN  Total collision time: 43 
15:21:30.062 WARN  Total cycle time: 464 
15:21:30.062 WARN  Total player update time: 42 
15:21:30.063 WARN  Total lb+minimap processing time: 8 
15:21:30.063 WARN  Total entity physics calculation time: 22 
15:21:30.063 WARN  Total entity life+thought cycle time: 65 
15:21:30.063 WARN  Total entity selfie-taking time: 326 
15:21:30.063 WARN  Total time: 1013 
15:21:38.148 WARN  ~~ LOOPS: 13. ENTITY #: 523//354. VIEW #: 1. BACKLOGGED :: 129.000%! ~~ 
15:21:38.148 WARN  Total activation time: 30 
15:21:38.148 WARN  Total collision time: 12 
15:21:38.148 WARN  Total cycle time: 517 
15:21:38.148 WARN  Total player update time: 34 
15:21:38.148 WARN  Total lb+minimap processing time: 5 
15:21:38.148 WARN  Total entity physics calculation time: 7 
15:21:38.148 WARN  Total entity life+thought cycle time: 455 
15:21:38.148 WARN  Total entity selfie-taking time: 16 
15:21:38.148 WARN  Total time: 1076 
15:21:47.274 WARN  ~~ LOOPS: 11. ENTITY #: 509//378. VIEW #: 1. BACKLOGGED :: 179.182%! ~~ 
15:21:47.274 WARN  Total activation time: 32 
15:21:47.274 WARN  Total collision time: 16 
15:21:47.274 WARN  Total cycle time: 609 
15:21:47.274 WARN  Total player update time: 20 
15:21:47.274 WARN  Total lb+minimap processing time: 7 
15:21:47.274 WARN  Total entity physics calculation time: 11 
15:21:47.274 WARN  Total entity life+thought cycle time: 551 
15:21:47.274 WARN  Total entity selfie-taking time: 8 
15:21:47.275 WARN  Total time: 1254 
15:21:52.294 ERROR Egg 
15:21:52.295 ERROR Cannot read property 'NaN' of undefined
TypeError: Cannot read property 'NaN' of undefined
    at Object.room.isIn (/app/arrasio/src/server/server.js:300:42)
    at entities.map.instance (/app/arrasio/src/server/server.js:5050:34)
    at Array.map (<anonymous>)
    at makefood (/app/arrasio/src/server/server.js:5045:29)
    at Timeout.maintainloop [as _onTimeout] (/app/arrasio/src/server/server.js:5110:9)
    at ontimeout (timers.js:498:11)
    at tryOnTimeout (timers.js:323:5)
    at Timer.listOnTimeout (timers.js:290:5) 
15:21:53.374 ERROR Egg 
15:21:53.374 ERROR Cannot read property 'NaN' of undefined
TypeError: Cannot read property 'NaN' of undefined
    at Object.room.isIn (/app/arrasio/src/server/server.js:300:42)
    at entities.map.instance (/app/arrasio/src/server/server.js:5050:34)
    at Array.map (<anonymous>)
    at makefood (/app/arrasio/src/server/server.js:5045:29)
    at Timeout.maintainloop [as _onTimeout] (/app/arrasio/src/server/server.js:5110:9)
    at ontimeout (timers.js:498:11)
    at tryOnTimeout (timers.js:323:5)
    at Timer.listOnTimeout (timers.js:290:5) 
15:22:15.812 WARN  ~~ LOOPS: 16. ENTITY #: 407//314. VIEW #: 1. BACKLOGGED :: 139.688%! ~~ 
15:22:15.812 WARN  Total activation time: 427 
15:22:15.812 WARN  Total collision time: 14 
15:22:15.812 WARN  Total cycle time: 304 
15:22:15.812 WARN  Total player update time: 38 
15:22:15.812 WARN  Total lb+minimap processing time: 9 
15:22:15.812 WARN  Total entity physics calculation time: 8 
15:22:15.812 WARN  Total entity life+thought cycle time: 48 
15:22:15.812 WARN  Total entity selfie-taking time: 13 
15:22:15.812 WARN  Total time: 861 
15:22:19.862 WARN  ~~ LOOPS: 9. ENTITY #: 402//156. VIEW #: 1. BACKLOGGED :: 232.333%! ~~ 
15:22:19.863 WARN  Total activation time: 16 
15:22:19.863 WARN  Total collision time: 5 
15:22:19.863 WARN  Total cycle time: 676 
15:22:19.863 WARN  Total player update time: 5 
15:22:19.863 WARN  Total lb+minimap processing time: 18 
15:22:19.863 WARN  Total entity physics calculation time: 639 
15:22:19.863 WARN  Total entity life+thought cycle time: 13 
15:22:19.863 WARN  Total entity selfie-taking time: 7 
15:22:19.863 WARN  Total time: 1379 
15:22:47.827 ERROR Egg 
15:22:47.828 ERROR Cannot read property 'NaN' of undefined
TypeError: Cannot read property 'NaN' of undefined
    at Object.room.isIn (/app/arrasio/src/server/server.js:300:42)
    at entities.map.instance (/app/arrasio/src/server/server.js:5050:34)
    at Array.map (<anonymous>)
    at makefood (/app/arrasio/src/server/server.js:5045:29)
    at Timeout.maintainloop [as _onTimeout] (/app/arrasio/src/server/server.js:5110:9)
    at ontimeout (timers.js:498:11)
    at tryOnTimeout (timers.js:323:5)
    at Timer.listOnTimeout (timers.js:290:5) 
15:32:46.823 WARN  ~~ LOOPS: 4. ENTITY #: 354//140. VIEW #: 1. BACKLOGGED :: 626.250%! ~~ 
15:32:46.823 WARN  Total activation time: 11 
15:32:46.823 WARN  Total collision time: 2 
15:32:46.823 WARN  Total cycle time: 822 
15:32:46.823 WARN  Total player update time: 4 
15:32:46.823 WARN  Total lb+minimap processing time: 14 
15:32:46.823 WARN  Total entity physics calculation time: 3 
15:32:46.823 WARN  Total entity life+thought cycle time: 5 
15:32:46.823 WARN  Total entity selfie-taking time: 2 
15:32:46.824 WARN  Total time: 863 
15:32:49.859 WARN  ~~ LOOPS: 14. ENTITY #: 354//136. VIEW #: 1. BACKLOGGED :: 111.429%! ~~ 
15:32:49.859 WARN  Total activation time: 19 
15:32:49.859 WARN  Total collision time: 5 
15:32:49.859 WARN  Total cycle time: 496 
15:32:49.859 WARN  Total player update time: 13 
15:32:49.859 WARN  Total lb+minimap processing time: 9 
15:32:49.859 WARN  Total entity physics calculation time: 9 
15:32:49.859 WARN  Total entity life+thought cycle time: 460 
15:32:49.859 WARN  Total entity selfie-taking time: 8 
15:32:49.859 WARN  Total time: 1019 
15:33:46.881 WARN  ~~ LOOPS: 13. ENTITY #: 354//136. VIEW #: 1. BACKLOGGED :: 127.615%! ~~ 
15:33:46.881 WARN  Total activation time: 486 
15:33:46.881 WARN  Total collision time: 7 
15:33:46.881 WARN  Total cycle time: 60 
15:33:46.881 WARN  Total player update time: 8 
15:33:46.881 WARN  Total lb+minimap processing time: 14 
15:33:46.881 WARN  Total entity physics calculation time: 8 
15:33:46.881 WARN  Total entity life+thought cycle time: 19 
15:33:46.881 WARN  Total entity selfie-taking time: 6 
15:33:46.881 WARN  Total time: 608 
15:34:07.162 WARN  ~~ LOOPS: 13. ENTITY #: 354//138. VIEW #: 1. BACKLOGGED :: 137.308%! ~~ 
15:34:07.162 WARN  Total activation time: 19 
15:34:07.162 WARN  Total collision time: 3 
15:34:07.162 WARN  Total cycle time: 573 
15:34:07.162 WARN  Total player update time: 7 
15:34:07.162 WARN  Total lb+minimap processing time: 13 
15:34:07.162 WARN  Total entity physics calculation time: 522 
15:34:07.162 WARN  Total entity life+thought cycle time: 17 
15:34:07.162 WARN  Total entity selfie-taking time: 8 
15:34:07.162 WARN  Total time: 1162 
15:34:08.796 WARN  ~~ LOOPS: 11. ENTITY #: 354//137. VIEW #: 1. BACKLOGGED :: 182.182%! ~~ 
15:34:08.796 WARN  Total activation time: 619 
15:34:08.796 WARN  Total collision time: 6 
15:34:08.796 WARN  Total cycle time: 43 
15:34:08.796 WARN  Total player update time: 7 
15:34:08.796 WARN  Total lb+minimap processing time: 625 
15:34:08.796 WARN  Total entity physics calculation time: 7 
15:34:08.796 WARN  Total entity life+thought cycle time: 17 
15:34:08.796 WARN  Total entity selfie-taking time: 5 
15:34:08.796 WARN  Total time: 1329 
15:34:09.802 WARN  ~~ LOOPS: 10. ENTITY #: 354//138. VIEW #: 1. BACKLOGGED :: 197.400%! ~~ 
15:34:09.802 WARN  Total activation time: 17 
15:34:09.802 WARN  Total collision time: 3 
15:34:09.802 WARN  Total cycle time: 638 
15:34:09.802 WARN  Total player update time: 4 
15:34:09.802 WARN  Total lb+minimap processing time: 8 
15:34:09.802 WARN  Total entity physics calculation time: 10 
15:34:09.802 WARN  Total entity life+thought cycle time: 610 
15:34:09.802 WARN  Total entity selfie-taking time: 3 
15:34:09.802 WARN  Total time: 1293 
15:34:11.890 WARN  ~~ LOOPS: 6. ENTITY #: 354//138. VIEW #: 1. BACKLOGGED :: 412.000%! ~~ 
15:34:11.890 WARN  Total activation time: 12 
15:34:11.890 WARN  Total collision time: 2 
15:34:11.890 WARN  Total cycle time: 810 
15:34:11.890 WARN  Total player update time: 8 
15:34:11.890 WARN  Total lb+minimap processing time: 42 
15:34:11.890 WARN  Total entity physics calculation time: 3 
15:34:11.890 WARN  Total entity life+thought cycle time: 26 
15:34:11.890 WARN  Total entity selfie-taking time: 6 
15:34:11.890 WARN  Total time: 909 
15:34:17.802 WARN  ~~ LOOPS: 7. ENTITY #: 354//137. VIEW #: 1. BACKLOGGED :: 698.143%! ~~ 
15:34:17.802 WARN  Total activation time: 681 
15:34:17.802 WARN  Total collision time: 918 
15:34:17.802 WARN  Total cycle time: 30 
15:34:17.802 WARN  Total player update time: 6 
15:34:17.802 WARN  Total lb+minimap processing time: 12 
15:34:17.803 WARN  Total entity physics calculation time: 5 
15:34:17.803 WARN  Total entity life+thought cycle time: 11 
15:34:17.803 WARN  Total entity selfie-taking time: 2 
15:34:17.803 WARN  Total time: 1665 
15:34:20.867 WARN  ~~ LOOPS: 9. ENTITY #: 354//137. VIEW #: 1. BACKLOGGED :: 231.667%! ~~ 
15:34:20.867 WARN  Total activation time: 19 
15:34:20.867 WARN  Total collision time: 3 
15:34:20.867 WARN  Total cycle time: 673 
15:34:20.867 WARN  Total player update time: 7 
15:34:20.867 WARN  Total lb+minimap processing time: 15 
15:34:20.867 WARN  Total entity physics calculation time: 7 
15:34:20.867 WARN  Total entity life+thought cycle time: 640 
15:34:20.867 WARN  Total entity selfie-taking time: 5 
15:34:20.867 WARN  Total time: 1369 
15:34:24.937 WARN  ~~ LOOPS: 9. ENTITY #: 354//138. VIEW #: 1. BACKLOGGED :: 236.000%! ~~ 
15:34:24.938 WARN  Total activation time: 659 
15:34:24.938 WARN  Total collision time: 3 
15:34:24.938 WARN  Total cycle time: 46 
15:34:24.938 WARN  Total player update time: 9 
15:34:24.938 WARN  Total lb+minimap processing time: 9 
15:34:24.938 WARN  Total entity physics calculation time: 9 
15:34:24.938 WARN  Total entity life+thought cycle time: 10 
15:34:24.939 WARN  Total entity selfie-taking time: 5 
15:34:24.939 WARN  Total time: 750 
15:34:25.952 WARN  ~~ LOOPS: 10. ENTITY #: 354//137. VIEW #: 1. BACKLOGGED :: 210.600%! ~~ 
15:34:25.952 WARN  Total activation time: 15 
15:34:25.952 WARN  Total collision time: 6 
15:34:25.952 WARN  Total cycle time: 681 
15:34:25.952 WARN  Total player update time: 10 
15:34:25.952 WARN  Total lb+minimap processing time: 11 
15:34:25.953 WARN  Total entity physics calculation time: 633 
15:34:25.953 WARN  Total entity life+thought cycle time: 23 
15:34:25.953 WARN  Total entity selfie-taking time: 7 
15:34:25.953 WARN  Total time: 1386 
15:34:27.973 WARN  ~~ LOOPS: 8. ENTITY #: 354//137. VIEW #: 1. BACKLOGGED :: 278.250%! ~~ 
15:34:27.973 WARN  Total activation time: 9 
15:34:27.973 WARN  Total collision time: 1 
15:34:27.973 WARN  Total cycle time: 732 
15:34:27.973 WARN  Total player update time: 5 
15:34:27.974 WARN  Total lb+minimap processing time: 18 
15:34:27.974 WARN  Total entity physics calculation time: 4 
15:34:27.974 WARN  Total entity life+thought cycle time: 7 
15:34:27.974 WARN  Total entity selfie-taking time: 2 
15:34:27.974 WARN  Total time: 778 
15:34:30.015 WARN  ~~ LOOPS: 9. ENTITY #: 354//136. VIEW #: 1. BACKLOGGED :: 239.667%! ~~ 
15:34:30.015 WARN  Total activation time: 14 
15:34:30.015 WARN  Total collision time: 6 
15:34:30.015 WARN  Total cycle time: 699 
15:34:30.015 WARN  Total player update time: 9 
15:34:30.015 WARN  Total lb+minimap processing time: 15 
15:34:30.015 WARN  Total entity physics calculation time: 664 
15:34:30.016 WARN  Total entity life+thought cycle time: 12 
15:34:30.016 WARN  Total entity selfie-taking time: 7 
15:34:30.016 WARN  Total time: 1426 
15:34:32.798 WARN  ~~ LOOPS: 9. ENTITY #: 354//137. VIEW #: 1. BACKLOGGED :: 235.333%! ~~ 
15:34:32.798 WARN  Total activation time: 632 
15:34:32.798 WARN  Total collision time: 4 
15:34:32.798 WARN  Total cycle time: 70 
15:34:32.798 WARN  Total player update time: 11 
15:34:32.798 WARN  Total lb+minimap processing time: 737 
15:34:32.798 WARN  Total entity physics calculation time: 6 
15:34:32.798 WARN  Total entity life+thought cycle time: 25 
15:34:32.798 WARN  Total entity selfie-taking time: 5 
15:34:32.798 WARN  Total time: 1490 
15:34:33.799 WARN  ~~ LOOPS: 10. ENTITY #: 354//138. VIEW #: 1. BACKLOGGED :: 196.500%! ~~ 
15:34:33.799 WARN  Total activation time: 16 
15:34:33.799 WARN  Total collision time: 6 
15:34:33.799 WARN  Total cycle time: 633 
15:34:33.799 WARN  Total player update time: 9 
15:34:33.799 WARN  Total lb+minimap processing time: 7 
15:34:33.799 WARN  Total entity physics calculation time: 8 
15:34:33.799 WARN  Total entity life+thought cycle time: 16 
15:34:33.799 WARN  Total entity selfie-taking time: 594 
15:34:33.800 WARN  Total time: 1289 
15:34:35.815 WARN  ~~ LOOPS: 12. ENTITY #: 354//137. VIEW #: 1. BACKLOGGED :: 147.000%! ~~ 
15:34:35.815 WARN  Total activation time: 17 
15:34:35.815 WARN  Total collision time: 4 
15:34:35.815 WARN  Total cycle time: 567 
15:34:35.815 WARN  Total player update time: 4 
15:34:35.815 WARN  Total lb+minimap processing time: 10 
15:34:35.815 WARN  Total entity physics calculation time: 5 
15:34:35.815 WARN  Total entity life+thought cycle time: 13 
15:34:35.815 WARN  Total entity selfie-taking time: 5 
15:34:35.815 WARN  Total time: 625 
15:34:37.843 WARN  ~~ LOOPS: 10. ENTITY #: 354//138. VIEW #: 1. BACKLOGGED :: 195.000%! ~~ 
15:34:37.843 WARN  Total activation time: 17 
15:34:37.843 WARN  Total collision time: 3 
15:34:37.843 WARN  Total cycle time: 630 
15:34:37.843 WARN  Total player update time: 6 
15:34:37.844 WARN  Total lb+minimap processing time: 8 
15:34:37.844 WARN  Total entity physics calculation time: 4 
15:34:37.844 WARN  Total entity life+thought cycle time: 12 
15:34:37.844 WARN  Total entity selfie-taking time: 4 
15:34:37.844 WARN  Total time: 684 
15:34:38.856 WARN  ~~ LOOPS: 14. ENTITY #: 354//138. VIEW #: 1. BACKLOGGED :: 113.786%! ~~ 
15:34:38.857 WARN  Total activation time: 16 
15:34:38.858 WARN  Total collision time: 2 
15:34:38.858 WARN  Total cycle time: 513 
15:34:38.858 WARN  Total player update time: 10 
15:34:38.858 WARN  Total lb+minimap processing time: 14 
15:34:38.858 WARN  Total entity physics calculation time: 5 
15:34:38.858 WARN  Total entity life+thought cycle time: 13 
15:34:38.858 WARN  Total entity selfie-taking time: 6 
15:34:38.858 WARN  Total time: 579 
