01:36:59.599 WARN  Malformed command packet. Kicking. 1 warning. 
01:53:01.141 WARN  ~~ LOOPS: 9. ENTITY #: 417//168. VIEW #: 3. BACKLOGGED :: 221.667%! ~~ 
01:53:01.141 WARN  Total activation time: 46 
01:53:01.141 WARN  Total collision time: 120 
01:53:01.141 WARN  Total cycle time: 499 
01:53:01.141 WARN  Total player update time: 177 
01:53:01.141 WARN  Total lb+minimap processing time: 75 
01:53:01.141 WARN  Total entity physics calculation time: 50 
01:53:01.141 WARN  Total entity life+thought cycle time: 78 
01:53:01.141 WARN  Total entity selfie-taking time: 118 
01:53:01.141 WARN  Total time: 1163 
01:53:16.430 WARN  ~~ LOOPS: 9. ENTITY #: 426//161. VIEW #: 3. BACKLOGGED :: 192.000%! ~~ 
01:53:16.430 WARN  Total activation time: 121 
01:53:16.430 WARN  Total collision time: 32 
01:53:16.430 WARN  Total cycle time: 422 
01:53:16.430 WARN  Total player update time: 135 
01:53:16.430 WARN  Total lb+minimap processing time: 3 
01:53:16.430 WARN  Total entity physics calculation time: 28 
01:53:16.430 WARN  Total entity life+thought cycle time: 157 
01:53:16.430 WARN  Total entity selfie-taking time: 62 
01:53:16.430 WARN  Total time: 960 
01:53:30.778 WARN  ~~ LOOPS: 15. ENTITY #: 442//168. VIEW #: 3. BACKLOGGED :: 111.600%! ~~ 
01:53:30.780 WARN  Total activation time: 189 
01:53:30.780 WARN  Total collision time: 56 
01:53:30.780 WARN  Total cycle time: 313 
01:53:30.780 WARN  Total player update time: 261 
01:53:30.780 WARN  Total lb+minimap processing time: 3 
01:53:30.780 WARN  Total entity physics calculation time: 62 
01:53:30.780 WARN  Total entity life+thought cycle time: 54 
01:53:30.780 WARN  Total entity selfie-taking time: 10 
01:53:30.780 WARN  Total time: 948 
01:53:31.780 WARN  ~~ LOOPS: 13. ENTITY #: 442//165. VIEW #: 3. BACKLOGGED :: 109.615%! ~~ 
01:53:31.780 WARN  Total activation time: 135 
01:53:31.780 WARN  Total collision time: 125 
01:53:31.780 WARN  Total cycle time: 215 
01:53:31.780 WARN  Total player update time: 112 
01:53:31.780 WARN  Total lb+minimap processing time: 4 
01:53:31.780 WARN  Total entity physics calculation time: 25 
01:53:31.781 WARN  Total entity life+thought cycle time: 73 
01:53:31.781 WARN  Total entity selfie-taking time: 17 
01:53:31.781 WARN  Total time: 706 
01:53:45.936 WARN  ~~ LOOPS: 12. ENTITY #: 444//163. VIEW #: 3. BACKLOGGED :: 118.000%! ~~ 
01:53:45.936 WARN  Total activation time: 38 
01:53:45.936 WARN  Total collision time: 78 
01:53:45.936 WARN  Total cycle time: 356 
01:53:45.936 WARN  Total player update time: 160 
01:53:45.936 WARN  Total lb+minimap processing time: 5 
01:53:45.936 WARN  Total entity physics calculation time: 94 
01:53:45.936 WARN  Total entity life+thought cycle time: 109 
01:53:45.936 WARN  Total entity selfie-taking time: 19 
01:53:45.936 WARN  Total time: 859 
01:53:46.946 WARN  ~~ LOOPS: 9. ENTITY #: 439//160. VIEW #: 3. BACKLOGGED :: 184.667%! ~~ 
01:53:46.946 WARN  Total activation time: 68 
01:53:46.946 WARN  Total collision time: 65 
01:53:46.946 WARN  Total cycle time: 421 
01:53:46.946 WARN  Total player update time: 138 
01:53:46.946 WARN  Total lb+minimap processing time: 3 
01:53:46.946 WARN  Total entity physics calculation time: 60 
01:53:46.946 WARN  Total entity life+thought cycle time: 85 
01:53:46.946 WARN  Total entity selfie-taking time: 72 
01:53:46.946 WARN  Total time: 912 
01:54:01.368 WARN  ~~ LOOPS: 10. ENTITY #: 441//181. VIEW #: 4. BACKLOGGED :: 141.300%! ~~ 
01:54:01.368 WARN  Total activation time: 88 
01:54:01.368 WARN  Total collision time: 26 
01:54:01.368 WARN  Total cycle time: 356 
01:54:01.368 WARN  Total player update time: 165 
01:54:01.368 WARN  Total lb+minimap processing time: 4 
01:54:01.368 WARN  Total entity physics calculation time: 31 
01:54:01.368 WARN  Total entity life+thought cycle time: 167 
01:54:01.368 WARN  Total entity selfie-taking time: 103 
01:54:01.368 WARN  Total time: 940 
01:54:16.577 WARN  ~~ LOOPS: 7. ENTITY #: 449//161. VIEW #: 4. BACKLOGGED :: 301.714%! ~~ 
01:54:16.577 WARN  Total activation time: 161 
01:54:16.577 WARN  Total collision time: 70 
01:54:16.577 WARN  Total cycle time: 473 
01:54:16.577 WARN  Total player update time: 152 
01:54:16.577 WARN  Total lb+minimap processing time: 3 
01:54:16.577 WARN  Total entity physics calculation time: 49 
01:54:16.577 WARN  Total entity life+thought cycle time: 303 
01:54:16.577 WARN  Total entity selfie-taking time: 46 
01:54:16.577 WARN  Total time: 1257 
01:54:30.901 WARN  ~~ LOOPS: 12. ENTITY #: 458//170. VIEW #: 4. BACKLOGGED :: 138.000%! ~~ 
01:54:30.901 WARN  Total activation time: 69 
01:54:30.901 WARN  Total collision time: 42 
01:54:30.901 WARN  Total cycle time: 441 
01:54:30.901 WARN  Total player update time: 114 
01:54:30.901 WARN  Total lb+minimap processing time: 108 
01:54:30.901 WARN  Total entity physics calculation time: 77 
01:54:30.901 WARN  Total entity life+thought cycle time: 148 
01:54:30.901 WARN  Total entity selfie-taking time: 25 
01:54:30.901 WARN  Total time: 1024 
01:54:46.316 WARN  ~~ LOOPS: 11. ENTITY #: 459//146. VIEW #: 4. BACKLOGGED :: 216.000%! ~~ 
01:54:46.316 WARN  Total activation time: 56 
01:54:46.316 WARN  Total collision time: 226 
01:54:46.316 WARN  Total cycle time: 510 
01:54:46.316 WARN  Total player update time: 181 
01:54:46.316 WARN  Total lb+minimap processing time: 12 
01:54:46.316 WARN  Total entity physics calculation time: 117 
01:54:46.316 WARN  Total entity life+thought cycle time: 141 
01:54:46.316 WARN  Total entity selfie-taking time: 34 
01:54:46.316 WARN  Total time: 1277 
01:54:47.335 WARN  ~~ LOOPS: 10. ENTITY #: 451//146. VIEW #: 4. BACKLOGGED :: 124.200%! ~~ 
01:54:47.335 WARN  Total activation time: 61 
01:54:47.335 WARN  Total collision time: 99 
01:54:47.335 WARN  Total cycle time: 254 
01:54:47.338 WARN  Total player update time: 178 
01:54:47.338 WARN  Total lb+minimap processing time: 17 
01:54:47.338 WARN  Total entity physics calculation time: 90 
01:54:47.338 WARN  Total entity life+thought cycle time: 55 
01:54:47.338 WARN  Total entity selfie-taking time: 35 
01:54:47.338 WARN  Total time: 789 
01:55:01.693 WARN  ~~ LOOPS: 6. ENTITY #: 455//155. VIEW #: 4. BACKLOGGED :: 285.500%! ~~ 
01:55:01.693 WARN  Total activation time: 65 
01:55:01.694 WARN  Total collision time: 17 
01:55:01.694 WARN  Total cycle time: 489 
01:55:01.694 WARN  Total player update time: 242 
01:55:01.694 WARN  Total lb+minimap processing time: 9 
01:55:01.694 WARN  Total entity physics calculation time: 56 
01:55:01.694 WARN  Total entity life+thought cycle time: 282 
01:55:01.694 WARN  Total entity selfie-taking time: 70 
01:55:01.694 WARN  Total time: 1230 
01:55:16.314 WARN  ~~ LOOPS: 10. ENTITY #: 468//207. VIEW #: 3. BACKLOGGED :: 216.300%! ~~ 
01:55:16.314 WARN  Total activation time: 99 
01:55:16.314 WARN  Total collision time: 59 
01:55:16.314 WARN  Total cycle time: 563 
01:55:16.338 WARN  Total player update time: 149 
01:55:16.338 WARN  Total lb+minimap processing time: 129 
01:55:16.339 WARN  Total entity physics calculation time: 61 
01:55:16.339 WARN  Total entity life+thought cycle time: 196 
01:55:16.339 WARN  Total entity selfie-taking time: 126 
01:55:16.339 WARN  Total time: 1382 
01:55:31.716 WARN  ~~ LOOPS: 14. ENTITY #: 436//122. VIEW #: 2. BACKLOGGED :: 100.286%! ~~ 
01:55:31.716 WARN  Total activation time: 43 
01:55:31.716 WARN  Total collision time: 25 
01:55:31.716 WARN  Total cycle time: 400 
01:55:31.716 WARN  Total player update time: 41 
01:55:31.716 WARN  Total lb+minimap processing time: 3 
01:55:31.716 WARN  Total entity physics calculation time: 34 
01:55:31.716 WARN  Total entity life+thought cycle time: 44 
01:55:31.716 WARN  Total entity selfie-taking time: 90 
01:55:31.716 WARN  Total time: 680 
01:55:46.875 WARN  ~~ LOOPS: 11. ENTITY #: 425//117. VIEW #: 2. BACKLOGGED :: 110.727%! ~~ 
01:55:46.875 WARN  Total activation time: 60 
01:55:46.875 WARN  Total collision time: 7 
01:55:46.875 WARN  Total cycle time: 339 
01:55:46.875 WARN  Total player update time: 85 
01:55:46.875 WARN  Total lb+minimap processing time: 6 
01:55:46.875 WARN  Total entity physics calculation time: 214 
01:55:46.876 WARN  Total entity life+thought cycle time: 40 
01:55:46.876 WARN  Total entity selfie-taking time: 32 
01:55:46.876 WARN  Total time: 783 
02:30:56.841 WARN  ~~ LOOPS: 13. ENTITY #: 331//176. VIEW #: 2. BACKLOGGED :: 113.769%! ~~ 
02:30:56.841 WARN  Total activation time: 70 
02:30:56.841 WARN  Total collision time: 32 
02:30:56.841 WARN  Total cycle time: 390 
02:30:56.841 WARN  Total player update time: 78 
02:30:56.841 WARN  Total lb+minimap processing time: 1 
02:30:56.841 WARN  Total entity physics calculation time: 16 
02:30:56.842 WARN  Total entity life+thought cycle time: 217 
02:30:56.842 WARN  Total entity selfie-taking time: 53 
02:30:56.842 WARN  Total time: 857 
02:33:57.199 WARN  ~~ LOOPS: 10. ENTITY #: 317//90. VIEW #: 4. BACKLOGGED :: 153.300%! ~~ 
02:33:57.199 WARN  Total activation time: 57 
02:33:57.199 WARN  Total collision time: 43 
02:33:57.199 WARN  Total cycle time: 410 
02:33:57.199 WARN  Total player update time: 124 
02:33:57.199 WARN  Total lb+minimap processing time: 35 
02:33:57.199 WARN  Total entity physics calculation time: 14 
02:33:57.199 WARN  Total entity life+thought cycle time: 133 
02:33:57.199 WARN  Total entity selfie-taking time: 40 
02:33:57.199 WARN  Total time: 856 
02:35:11.864 WARN  ~~ LOOPS: 11. ENTITY #: 407//227. VIEW #: 4. BACKLOGGED :: 145.636%! ~~ 
02:35:11.864 WARN  Total activation time: 79 
02:35:11.864 WARN  Total collision time: 21 
02:35:11.864 WARN  Total cycle time: 434 
02:35:11.864 WARN  Total player update time: 67 
02:35:11.864 WARN  Total lb+minimap processing time: 2 
02:35:11.864 WARN  Total entity physics calculation time: 67 
02:35:11.864 WARN  Total entity life+thought cycle time: 198 
02:35:11.864 WARN  Total entity selfie-taking time: 12 
02:35:11.864 WARN  Total time: 880 
02:35:26.054 WARN  ~~ LOOPS: 12. ENTITY #: 404//252. VIEW #: 4. BACKLOGGED :: 142.250%! ~~ 
02:35:26.055 WARN  Total activation time: 58 
02:35:26.055 WARN  Total collision time: 29 
02:35:26.057 WARN  Total cycle time: 482 
02:35:26.057 WARN  Total player update time: 173 
02:35:26.057 WARN  Total lb+minimap processing time: 18 
02:35:26.057 WARN  Total entity physics calculation time: 66 
02:35:26.057 WARN  Total entity life+thought cycle time: 241 
02:35:26.057 WARN  Total entity selfie-taking time: 29 
02:35:26.057 WARN  Total time: 1096 
02:35:41.194 WARN  ~~ LOOPS: 12. ENTITY #: 467//271. VIEW #: 4. BACKLOGGED :: 137.000%! ~~ 
02:35:41.194 WARN  Total activation time: 55 
02:35:41.194 WARN  Total collision time: 39 
02:35:41.194 WARN  Total cycle time: 454 
02:35:41.195 WARN  Total player update time: 183 
02:35:41.195 WARN  Total lb+minimap processing time: 2 
02:35:41.195 WARN  Total entity physics calculation time: 18 
02:35:41.195 WARN  Total entity life+thought cycle time: 216 
02:35:41.195 WARN  Total entity selfie-taking time: 60 
02:35:41.195 WARN  Total time: 1027 
02:35:58.417 WARN  ~~ LOOPS: 9. ENTITY #: 465//196. VIEW #: 4. BACKLOGGED :: 181.333%! ~~ 
02:35:58.417 WARN  Total activation time: 57 
02:35:58.421 WARN  Total collision time: 28 
02:35:58.421 WARN  Total cycle time: 459 
02:35:58.421 WARN  Total player update time: 202 
02:35:58.421 WARN  Total lb+minimap processing time: 28 
02:35:58.421 WARN  Total entity physics calculation time: 106 
02:35:58.421 WARN  Total entity life+thought cycle time: 96 
02:35:58.421 WARN  Total entity selfie-taking time: 37 
02:35:58.421 WARN  Total time: 1013 
02:35:59.428 WARN  ~~ LOOPS: 12. ENTITY #: 444//175. VIEW #: 4. BACKLOGGED :: 107.250%! ~~ 
02:35:59.428 WARN  Total activation time: 48 
02:35:59.428 WARN  Total collision time: 9 
02:35:59.429 WARN  Total cycle time: 372 
02:35:59.429 WARN  Total player update time: 206 
02:35:59.431 WARN  Total lb+minimap processing time: 3 
02:35:59.431 WARN  Total entity physics calculation time: 38 
02:35:59.431 WARN  Total entity life+thought cycle time: 138 
02:35:59.431 WARN  Total entity selfie-taking time: 50 
02:35:59.431 WARN  Total time: 864 
02:37:14.312 WARN  ~~ LOOPS: 13. ENTITY #: 441//158. VIEW #: 4. BACKLOGGED :: 117.231%! ~~ 
02:37:14.312 WARN  Total activation time: 131 
02:37:14.312 WARN  Total collision time: 71 
02:37:14.312 WARN  Total cycle time: 306 
02:37:14.312 WARN  Total player update time: 122 
02:37:14.313 WARN  Total lb+minimap processing time: 3 
02:37:14.313 WARN  Total entity physics calculation time: 16 
02:37:14.313 WARN  Total entity life+thought cycle time: 179 
02:37:14.313 WARN  Total entity selfie-taking time: 15 
02:37:14.313 WARN  Total time: 843 
02:37:26.519 WARN  ~~ LOOPS: 13. ENTITY #: 513//276. VIEW #: 4. BACKLOGGED :: 118.846%! ~~ 
02:37:26.519 WARN  Total activation time: 46 
02:37:26.519 WARN  Total collision time: 75 
02:37:26.519 WARN  Total cycle time: 394 
02:37:26.519 WARN  Total player update time: 92 
02:37:26.519 WARN  Total lb+minimap processing time: 27 
02:37:26.519 WARN  Total entity physics calculation time: 28 
02:37:26.519 WARN  Total entity life+thought cycle time: 219 
02:37:26.519 WARN  Total entity selfie-taking time: 51 
02:37:26.519 WARN  Total time: 932 
02:37:27.655 WARN  ~~ LOOPS: 12. ENTITY #: 518//277. VIEW #: 4. BACKLOGGED :: 136.750%! ~~ 
02:37:27.656 WARN  Total activation time: 79 
02:37:27.656 WARN  Total collision time: 52 
02:37:27.656 WARN  Total cycle time: 411 
02:37:27.656 WARN  Total player update time: 243 
02:37:27.656 WARN  Total lb+minimap processing time: 39 
02:37:27.656 WARN  Total entity physics calculation time: 54 
02:37:27.656 WARN  Total entity life+thought cycle time: 127 
02:37:27.662 WARN  Total entity selfie-taking time: 64 
02:37:27.662 WARN  Total time: 1069 
02:37:28.810 WARN  ~~ LOOPS: 10. ENTITY #: 517//282. VIEW #: 4. BACKLOGGED :: 167.100%! ~~ 
02:37:28.810 WARN  Total activation time: 120 
02:37:28.810 WARN  Total collision time: 32 
02:37:28.810 WARN  Total cycle time: 405 
02:37:28.810 WARN  Total player update time: 362 
02:37:28.810 WARN  Total lb+minimap processing time: 31 
02:37:28.810 WARN  Total entity physics calculation time: 84 
02:37:28.816 WARN  Total entity life+thought cycle time: 161 
02:37:28.816 WARN  Total entity selfie-taking time: 31 
02:37:28.816 WARN  Total time: 1226 
02:37:29.822 WARN  ~~ LOOPS: 8. ENTITY #: 518//281. VIEW #: 4. BACKLOGGED :: 215.625%! ~~ 
02:37:29.822 WARN  Total activation time: 132 
02:37:29.822 WARN  Total collision time: 134 
02:37:29.822 WARN  Total cycle time: 308 
02:37:29.822 WARN  Total player update time: 155 
02:37:29.822 WARN  Total lb+minimap processing time: 4 
02:37:29.822 WARN  Total entity physics calculation time: 61 
02:37:29.822 WARN  Total entity life+thought cycle time: 97 
02:37:29.822 WARN  Total entity selfie-taking time: 20 
02:37:29.822 WARN  Total time: 911 
02:37:36.936 WARN  ~~ LOOPS: 13. ENTITY #: 530//360. VIEW #: 4. BACKLOGGED :: 125.308%! ~~ 
02:37:36.936 WARN  Total activation time: 57 
02:37:36.936 WARN  Total collision time: 52 
02:37:36.936 WARN  Total cycle time: 434 
02:37:36.936 WARN  Total player update time: 133 
02:37:36.936 WARN  Total lb+minimap processing time: 50 
02:37:36.936 WARN  Total entity physics calculation time: 69 
02:37:36.960 WARN  Total entity life+thought cycle time: 211 
02:37:36.960 WARN  Total entity selfie-taking time: 41 
02:37:36.960 WARN  Total time: 1047 
02:37:43.138 WARN  ~~ LOOPS: 12. ENTITY #: 524//346. VIEW #: 4. BACKLOGGED :: 148.000%! ~~ 
02:37:43.138 WARN  Total activation time: 100 
02:37:43.138 WARN  Total collision time: 21 
02:37:43.138 WARN  Total cycle time: 471 
02:37:43.138 WARN  Total player update time: 165 
02:37:43.138 WARN  Total lb+minimap processing time: 43 
02:37:43.139 WARN  Total entity physics calculation time: 18 
02:37:43.139 WARN  Total entity life+thought cycle time: 285 
02:37:43.139 WARN  Total entity selfie-taking time: 26 
02:37:43.139 WARN  Total time: 1129 
02:37:59.400 WARN  ~~ LOOPS: 8. ENTITY #: 468//253. VIEW #: 3. BACKLOGGED :: 209.625%! ~~ 
02:37:59.400 WARN  Total activation time: 113 
02:37:59.400 WARN  Total collision time: 51 
02:37:59.400 WARN  Total cycle time: 395 
02:37:59.400 WARN  Total player update time: 204 
02:37:59.400 WARN  Total lb+minimap processing time: 41 
02:37:59.400 WARN  Total entity physics calculation time: 31 
02:37:59.414 WARN  Total entity life+thought cycle time: 213 
02:37:59.414 WARN  Total entity selfie-taking time: 54 
02:37:59.414 WARN  Total time: 1102 
02:38:00.430 WARN  ~~ LOOPS: 12. ENTITY #: 465//252. VIEW #: 3. BACKLOGGED :: 123.000%! ~~ 
02:38:00.430 WARN  Total activation time: 118 
02:38:00.430 WARN  Total collision time: 43 
02:38:00.430 WARN  Total cycle time: 329 
02:38:00.430 WARN  Total player update time: 194 
02:38:00.430 WARN  Total lb+minimap processing time: 15 
02:38:00.430 WARN  Total entity physics calculation time: 56 
02:38:00.430 WARN  Total entity life+thought cycle time: 152 
02:38:00.430 WARN  Total entity selfie-taking time: 23 
02:38:00.430 WARN  Total time: 930 
02:38:13.600 WARN  ~~ LOOPS: 12. ENTITY #: 502//268. VIEW #: 3. BACKLOGGED :: 140.000%! ~~ 
02:38:13.600 WARN  Total activation time: 90 
02:38:13.600 WARN  Total collision time: 24 
02:38:13.601 WARN  Total cycle time: 446 
02:38:13.601 WARN  Total player update time: 111 
02:38:13.601 WARN  Total lb+minimap processing time: 5 
02:38:13.601 WARN  Total entity physics calculation time: 36 
02:38:13.601 WARN  Total entity life+thought cycle time: 234 
02:38:13.601 WARN  Total entity selfie-taking time: 32 
02:38:13.601 WARN  Total time: 978 
02:38:28.819 WARN  ~~ LOOPS: 11. ENTITY #: 521//284. VIEW #: 2. BACKLOGGED :: 145.091%! ~~ 
02:38:28.819 WARN  Total activation time: 88 
02:38:28.819 WARN  Total collision time: 26 
02:38:28.819 WARN  Total cycle time: 418 
02:38:28.819 WARN  Total player update time: 152 
02:38:28.819 WARN  Total lb+minimap processing time: 45 
02:38:28.820 WARN  Total entity physics calculation time: 41 
02:38:28.820 WARN  Total entity life+thought cycle time: 206 
02:38:28.820 WARN  Total entity selfie-taking time: 33 
02:38:28.820 WARN  Total time: 1009 
02:38:44.014 WARN  ~~ LOOPS: 9. ENTITY #: 423//182. VIEW #: 3. BACKLOGGED :: 201.000%! ~~ 
02:38:44.015 WARN  Total activation time: 27 
02:38:44.015 WARN  Total collision time: 7 
02:38:44.015 WARN  Total cycle time: 569 
02:38:44.015 WARN  Total player update time: 72 
02:38:44.015 WARN  Total lb+minimap processing time: 2 
02:38:44.015 WARN  Total entity physics calculation time: 41 
02:38:44.015 WARN  Total entity life+thought cycle time: 241 
02:38:44.015 WARN  Total entity selfie-taking time: 97 
02:38:44.015 WARN  Total time: 1056 
02:38:49.095 WARN  ~~ LOOPS: 14. ENTITY #: 432//198. VIEW #: 3. BACKLOGGED :: 105.000%! ~~ 
02:38:49.095 WARN  Total activation time: 44 
02:38:49.095 WARN  Total collision time: 20 
02:38:49.096 WARN  Total cycle time: 425 
02:38:49.096 WARN  Total player update time: 119 
02:38:49.096 WARN  Total lb+minimap processing time: 4 
02:38:49.096 WARN  Total entity physics calculation time: 45 
02:38:49.096 WARN  Total entity life+thought cycle time: 162 
02:38:49.096 WARN  Total entity selfie-taking time: 52 
02:38:49.096 WARN  Total time: 871 
02:38:58.257 WARN  ~~ LOOPS: 15. ENTITY #: 445//201. VIEW #: 3. BACKLOGGED :: 106.600%! ~~ 
02:38:58.257 WARN  Total activation time: 54 
02:38:58.257 WARN  Total collision time: 18 
02:38:58.257 WARN  Total cycle time: 461 
02:38:58.257 WARN  Total player update time: 74 
02:38:58.327 WARN  Total lb+minimap processing time: 12 
02:38:58.327 WARN  Total entity physics calculation time: 38 
02:38:58.327 WARN  Total entity life+thought cycle time: 176 
02:38:58.327 WARN  Total entity selfie-taking time: 64 
02:38:58.327 WARN  Total time: 897 
02:39:13.480 WARN  ~~ LOOPS: 10. ENTITY #: 471//260. VIEW #: 3. BACKLOGGED :: 168.900%! ~~ 
02:39:13.480 WARN  Total activation time: 58 
02:39:13.480 WARN  Total collision time: 40 
02:39:13.480 WARN  Total cycle time: 465 
02:39:13.480 WARN  Total player update time: 152 
02:39:13.480 WARN  Total lb+minimap processing time: 28 
02:39:13.480 WARN  Total entity physics calculation time: 25 
02:39:13.480 WARN  Total entity life+thought cycle time: 239 
02:39:13.480 WARN  Total entity selfie-taking time: 62 
02:39:13.480 WARN  Total time: 1069 
