20:06:05.418 WARN  ~~ LOOPS: 13. ENTITY #: 477//78. VIEW #: 1. BACKLOGGED :: 139.154%! ~~ 
21:34:58.598 WARN  Total lb+minimap processing time: 97 
21:34:58.603 WARN  Total entity physics calculation time: 25 
21:34:58.604 WARN  Total entity life+thought cycle time: 147 
21:34:58.604 WARN  Total entity selfie-taking time: 24 
21:34:58.619 WARN  Total time: 1105 
21:35:01.181 WARN  ~~ LOOPS: 15. ENTITY #: 426//119. VIEW #: 3. BACKLOGGED :: 123.800%! ~~ 
21:35:01.182 WARN  Total activation time: 65 
21:35:01.183 WARN  Total collision time: 18 
21:35:01.184 WARN  Total cycle time: 535 
21:35:01.184 WARN  Total player update time: 70 
21:35:01.194 WARN  Total lb+minimap processing time: 185 
21:35:01.194 WARN  Total entity physics calculation time: 55 
21:35:01.195 WARN  Total entity life+thought cycle time: 210 
21:35:01.195 WARN  Total entity selfie-taking time: 32 
21:35:01.196 WARN  Total time: 1170 
21:35:02.204 WARN  ~~ LOOPS: 13. ENTITY #: 432//124. VIEW #: 3. BACKLOGGED :: 111.923%! ~~ 
21:35:02.204 WARN  Total activation time: 89 
21:35:02.204 WARN  Total collision time: 21 
21:35:02.204 WARN  Total cycle time: 375 
21:35:02.204 WARN  Total player update time: 43 
21:35:02.204 WARN  Total lb+minimap processing time: 57 
21:35:02.204 WARN  Total entity physics calculation time: 46 
21:35:02.204 WARN  Total entity life+thought cycle time: 107 
21:35:02.204 WARN  Total entity selfie-taking time: 53 
21:35:02.204 WARN  Total time: 791 
21:35:09.603 WARN  ~~ LOOPS: 14. ENTITY #: 449//126. VIEW #: 3. BACKLOGGED :: 103.286%! ~~ 
21:35:09.603 WARN  Total activation time: 86 
21:35:09.603 WARN  Total collision time: 9 
21:35:09.603 WARN  Total cycle time: 387 
21:35:09.603 WARN  Total player update time: 151 
21:35:09.603 WARN  Total lb+minimap processing time: 113 
21:35:09.603 WARN  Total entity physics calculation time: 41 
21:35:09.603 WARN  Total entity life+thought cycle time: 121 
21:35:09.603 WARN  Total entity selfie-taking time: 59 
21:35:09.603 WARN  Total time: 967 
21:35:10.651 WARN  ~~ LOOPS: 13. ENTITY #: 448//124. VIEW #: 3. BACKLOGGED :: 126.462%! ~~ 
21:35:10.651 WARN  Total activation time: 67 
21:35:10.651 WARN  Total collision time: 32 
21:35:10.651 WARN  Total cycle time: 449 
21:35:10.651 WARN  Total player update time: 106 
21:35:10.651 WARN  Total lb+minimap processing time: 28 
21:35:10.651 WARN  Total entity physics calculation time: 135 
21:35:10.651 WARN  Total entity life+thought cycle time: 198 
21:35:10.651 WARN  Total entity selfie-taking time: 14 
21:35:10.651 WARN  Total time: 1029 
21:35:13.995 WARN  ~~ LOOPS: 14. ENTITY #: 449//129. VIEW #: 3. BACKLOGGED :: 110.357%! ~~ 
21:35:13.995 WARN  Total activation time: 87 
21:35:13.995 WARN  Total collision time: 18 
21:35:13.995 WARN  Total cycle time: 410 
21:35:13.995 WARN  Total player update time: 152 
21:35:13.995 WARN  Total lb+minimap processing time: 83 
21:35:13.995 WARN  Total entity physics calculation time: 45 
21:35:13.995 WARN  Total entity life+thought cycle time: 154 
21:35:13.995 WARN  Total entity selfie-taking time: 57 
21:35:13.995 WARN  Total time: 1006 
21:35:15.056 WARN  ~~ LOOPS: 12. ENTITY #: 452//126. VIEW #: 3. BACKLOGGED :: 110.750%! ~~ 
21:35:15.056 WARN  Total activation time: 34 
21:35:15.056 WARN  Total collision time: 17 
21:35:15.056 WARN  Total cycle time: 392 
21:35:15.056 WARN  Total player update time: 80 
21:35:15.056 WARN  Total lb+minimap processing time: 58 
21:35:15.056 WARN  Total entity physics calculation time: 55 
21:35:15.056 WARN  Total entity life+thought cycle time: 141 
21:35:15.056 WARN  Total entity selfie-taking time: 44 
21:35:15.056 WARN  Total time: 821 
21:35:16.287 WARN  ~~ LOOPS: 13. ENTITY #: 449//126. VIEW #: 3. BACKLOGGED :: 125.769%! ~~ 
21:35:16.287 WARN  Total activation time: 72 
21:35:16.287 WARN  Total collision time: 41 
21:35:16.287 WARN  Total cycle time: 432 
21:35:16.287 WARN  Total player update time: 104 
21:35:16.287 WARN  Total lb+minimap processing time: 149 
21:35:16.287 WARN  Total entity physics calculation time: 39 
21:35:16.287 WARN  Total entity life+thought cycle time: 159 
21:35:16.287 WARN  Total entity selfie-taking time: 54 
21:35:16.288 WARN  Total time: 1050 
21:35:17.406 WARN  ~~ LOOPS: 7. ENTITY #: 451//131. VIEW #: 3. BACKLOGGED :: 312.857%! ~~ 
21:35:17.406 WARN  Total activation time: 51 
21:35:17.406 WARN  Total collision time: 67 
21:35:17.406 WARN  Total cycle time: 611 
21:35:17.406 WARN  Total player update time: 50 
21:35:17.406 WARN  Total lb+minimap processing time: 88 
21:35:17.406 WARN  Total entity physics calculation time: 124 
21:35:17.407 WARN  Total entity life+thought cycle time: 194 
21:35:17.407 WARN  Total entity selfie-taking time: 34 
21:35:17.407 WARN  Total time: 1219 
21:35:18.439 WARN  ~~ LOOPS: 7. ENTITY #: 448//124. VIEW #: 3. BACKLOGGED :: 279.000%! ~~ 
21:35:18.440 WARN  Total activation time: 90 
21:35:18.440 WARN  Total collision time: 79 
21:35:18.441 WARN  Total cycle time: 482 
21:35:18.442 WARN  Total player update time: 79 
21:35:18.444 WARN  Total lb+minimap processing time: 27 
21:35:18.444 WARN  Total entity physics calculation time: 36 
21:35:18.446 WARN  Total entity life+thought cycle time: 101 
21:35:18.447 WARN  Total entity selfie-taking time: 122 
21:35:18.447 WARN  Total time: 1016 
21:35:19.662 WARN  ~~ LOOPS: 14. ENTITY #: 453//127. VIEW #: 3. BACKLOGGED :: 130.071%! ~~ 
21:35:19.664 WARN  Total activation time: 104 
21:35:19.673 WARN  Total collision time: 57 
21:35:19.675 WARN  Total cycle time: 446 
21:35:19.676 WARN  Total player update time: 33 
21:35:19.679 WARN  Total lb+minimap processing time: 147 
21:35:19.680 WARN  Total entity physics calculation time: 68 
21:35:19.681 WARN  Total entity life+thought cycle time: 208 
21:35:19.681 WARN  Total entity selfie-taking time: 53 
21:35:19.682 WARN  Total time: 1116 
21:35:20.821 WARN  ~~ LOOPS: 14. ENTITY #: 449//129. VIEW #: 3. BACKLOGGED :: 119.786%! ~~ 
21:35:20.821 WARN  Total activation time: 64 
21:35:20.821 WARN  Total collision time: 25 
21:35:20.821 WARN  Total cycle time: 469 
21:35:20.821 WARN  Total player update time: 104 
21:35:20.821 WARN  Total lb+minimap processing time: 77 
21:35:20.821 WARN  Total entity physics calculation time: 50 
21:35:20.821 WARN  Total entity life+thought cycle time: 155 
21:35:20.821 WARN  Total entity selfie-taking time: 16 
21:35:20.821 WARN  Total time: 960 
21:35:21.822 WARN  ~~ LOOPS: 9. ENTITY #: 451//121. VIEW #: 3. BACKLOGGED :: 183.000%! ~~ 
21:35:21.822 WARN  Total activation time: 81 
21:35:21.823 WARN  Total collision time: 45 
21:35:21.823 WARN  Total cycle time: 423 
21:35:21.823 WARN  Total player update time: 115 
21:35:21.823 WARN  Total lb+minimap processing time: 56 
21:35:21.823 WARN  Total entity physics calculation time: 122 
21:35:21.823 WARN  Total entity life+thought cycle time: 98 
21:35:21.823 WARN  Total entity selfie-taking time: 108 
21:35:21.823 WARN  Total time: 1048 
21:35:22.863 WARN  ~~ LOOPS: 14. ENTITY #: 455//126. VIEW #: 3. BACKLOGGED :: 116.357%! ~~ 
21:35:22.863 WARN  Total activation time: 84 
21:35:22.864 WARN  Total collision time: 28 
21:35:22.865 WARN  Total cycle time: 431 
21:35:22.866 WARN  Total player update time: 59 
21:35:22.866 WARN  Total lb+minimap processing time: 41 
21:35:22.867 WARN  Total entity physics calculation time: 52 
21:35:22.871 WARN  Total entity life+thought cycle time: 180 
21:35:22.874 WARN  Total entity selfie-taking time: 27 
21:35:22.874 WARN  Total time: 902 
21:35:25.101 WARN  ~~ LOOPS: 15. ENTITY #: 454//126. VIEW #: 3. BACKLOGGED :: 111.600%! ~~ 
21:35:25.102 WARN  Total activation time: 81 
21:35:25.102 WARN  Total collision time: 18 
21:35:25.102 WARN  Total cycle time: 459 
21:35:25.102 WARN  Total player update time: 61 
21:35:25.102 WARN  Total lb+minimap processing time: 98 
21:35:25.102 WARN  Total entity physics calculation time: 61 
21:35:25.102 WARN  Total entity life+thought cycle time: 126 
21:35:25.102 WARN  Total entity selfie-taking time: 11 
21:35:25.102 WARN  Total time: 915 
21:35:28.388 WARN  ~~ LOOPS: 16. ENTITY #: 459//127. VIEW #: 3. BACKLOGGED :: 101.625%! ~~ 
21:35:28.389 WARN  Total activation time: 54 
21:35:28.389 WARN  Total collision time: 15 
21:35:28.389 WARN  Total cycle time: 473 
21:35:28.389 WARN  Total player update time: 128 
21:35:28.389 WARN  Total lb+minimap processing time: 72 
21:35:28.389 WARN  Total entity physics calculation time: 82 
21:35:28.389 WARN  Total entity life+thought cycle time: 159 
21:35:28.389 WARN  Total entity selfie-taking time: 35 
21:35:28.389 WARN  Total time: 1018 
21:35:29.490 WARN  ~~ LOOPS: 14. ENTITY #: 458//128. VIEW #: 3. BACKLOGGED :: 107.357%! ~~ 
21:35:29.490 WARN  Total activation time: 72 
21:35:29.490 WARN  Total collision time: 10 
21:35:29.490 WARN  Total cycle time: 418 
21:35:29.490 WARN  Total player update time: 50 
21:35:29.490 WARN  Total lb+minimap processing time: 66 
21:35:29.490 WARN  Total entity physics calculation time: 36 
21:35:29.490 WARN  Total entity life+thought cycle time: 201 
21:35:29.490 WARN  Total entity selfie-taking time: 33 
21:35:29.490 WARN  Total time: 886 
21:35:30.582 WARN  ~~ LOOPS: 14. ENTITY #: 465//130. VIEW #: 3. BACKLOGGED :: 122.571%! ~~ 
21:35:30.582 WARN  Total activation time: 59 
21:35:30.582 WARN  Total collision time: 16 
21:35:30.582 WARN  Total cycle time: 496 
21:35:30.582 WARN  Total player update time: 76 
21:35:30.582 WARN  Total lb+minimap processing time: 55 
21:35:30.582 WARN  Total entity physics calculation time: 58 
21:35:30.582 WARN  Total entity life+thought cycle time: 222 
21:35:30.582 WARN  Total entity selfie-taking time: 62 
21:35:30.585 WARN  Total time: 1044 
21:35:31.967 WARN  ~~ LOOPS: 11. ENTITY #: 465//134. VIEW #: 3. BACKLOGGED :: 139.636%! ~~ 
21:35:31.968 WARN  Total activation time: 76 
21:35:31.969 WARN  Total collision time: 28 
21:35:31.969 WARN  Total cycle time: 408 
21:35:31.970 WARN  Total player update time: 93 
21:35:31.971 WARN  Total lb+minimap processing time: 100 
21:35:31.971 WARN  Total entity physics calculation time: 64 
21:35:31.972 WARN  Total entity life+thought cycle time: 159 
21:35:31.972 WARN  Total entity selfie-taking time: 46 
21:35:31.984 WARN  Total time: 974 
21:35:33.060 WARN  ~~ LOOPS: 14. ENTITY #: 465//138. VIEW #: 3. BACKLOGGED :: 103.714%! ~~ 
21:35:33.060 WARN  Total activation time: 76 
21:35:33.060 WARN  Total collision time: 22 
21:35:33.061 WARN  Total cycle time: 386 
21:35:33.061 WARN  Total player update time: 58 
21:35:33.061 WARN  Total lb+minimap processing time: 66 
21:35:33.061 WARN  Total entity physics calculation time: 49 
21:35:33.061 WARN  Total entity life+thought cycle time: 145 
21:35:33.061 WARN  Total entity selfie-taking time: 48 
21:35:33.061 WARN  Total time: 850 
21:35:34.140 WARN  ~~ LOOPS: 15. ENTITY #: 469//138. VIEW #: 3. BACKLOGGED :: 101.200%! ~~ 
21:35:34.140 WARN  Total activation time: 81 
21:35:34.140 WARN  Total collision time: 15 
21:35:34.140 WARN  Total cycle time: 410 
21:35:34.140 WARN  Total player update time: 34 
21:35:34.140 WARN  Total lb+minimap processing time: 52 
21:35:34.140 WARN  Total entity physics calculation time: 40 
21:35:34.149 WARN  Total entity life+thought cycle time: 174 
21:35:34.149 WARN  Total entity selfie-taking time: 54 
21:35:34.149 WARN  Total time: 860 
21:35:36.243 WARN  ~~ LOOPS: 15. ENTITY #: 468//138. VIEW #: 3. BACKLOGGED :: 102.200%! ~~ 
21:35:36.243 WARN  Total activation time: 49 
21:35:36.243 WARN  Total collision time: 26 
21:35:36.243 WARN  Total cycle time: 435 
21:35:36.243 WARN  Total player update time: 69 
21:35:36.243 WARN  Total lb+minimap processing time: 44 
21:35:36.243 WARN  Total entity physics calculation time: 62 
21:35:36.243 WARN  Total entity life+thought cycle time: 185 
21:35:36.243 WARN  Total entity selfie-taking time: 25 
21:35:36.243 WARN  Total time: 895 
21:35:40.589 WARN  ~~ LOOPS: 10. ENTITY #: 469//136. VIEW #: 3. BACKLOGGED :: 180.600%! ~~ 
21:35:40.589 WARN  Total activation time: 104 
21:35:40.589 WARN  Total collision time: 10 
21:35:40.589 WARN  Total cycle time: 488 
21:35:40.589 WARN  Total player update time: 45 
21:35:40.589 WARN  Total lb+minimap processing time: 140 
21:35:40.589 WARN  Total entity physics calculation time: 40 
21:35:40.590 WARN  Total entity life+thought cycle time: 217 
21:35:40.590 WARN  Total entity selfie-taking time: 16 
21:35:40.590 WARN  Total time: 1060 
21:35:41.769 WARN  ~~ LOOPS: 10. ENTITY #: 473//145. VIEW #: 3. BACKLOGGED :: 190.800%! ~~ 
21:35:41.769 WARN  Total activation time: 66 
21:35:41.769 WARN  Total collision time: 52 
21:35:41.769 WARN  Total cycle time: 518 
21:35:41.769 WARN  Total player update time: 131 
21:35:41.769 WARN  Total lb+minimap processing time: 120 
21:35:41.769 WARN  Total entity physics calculation time: 69 
21:35:41.769 WARN  Total entity life+thought cycle time: 144 
21:35:41.769 WARN  Total entity selfie-taking time: 24 
21:35:41.769 WARN  Total time: 1124 
21:35:42.776 WARN  ~~ LOOPS: 14. ENTITY #: 472//138. VIEW #: 3. BACKLOGGED :: 102.429%! ~~ 
21:35:42.776 WARN  Total activation time: 65 
21:35:42.776 WARN  Total collision time: 28 
21:35:42.776 WARN  Total cycle time: 385 
21:35:42.777 WARN  Total player update time: 82 
21:35:42.777 WARN  Total lb+minimap processing time: 54 
21:35:42.777 WARN  Total entity physics calculation time: 37 
21:35:42.777 WARN  Total entity life+thought cycle time: 126 
21:35:42.777 WARN  Total entity selfie-taking time: 58 
21:35:42.777 WARN  Total time: 835 
21:35:44.960 WARN  ~~ LOOPS: 10. ENTITY #: 471//141. VIEW #: 3. BACKLOGGED :: 177.000%! ~~ 
21:35:44.960 WARN  Total activation time: 52 
21:35:44.960 WARN  Total collision time: 39 
21:35:44.960 WARN  Total cycle time: 499 
21:35:44.960 WARN  Total player update time: 143 
21:35:44.961 WARN  Total lb+minimap processing time: 62 
21:35:44.961 WARN  Total entity physics calculation time: 33 
21:35:44.961 WARN  Total entity life+thought cycle time: 174 
21:35:44.961 WARN  Total entity selfie-taking time: 107 
21:35:44.961 WARN  Total time: 1109 
21:35:47.622 WARN  ~~ LOOPS: 9. ENTITY #: 474//143. VIEW #: 3. BACKLOGGED :: 185.333%! ~~ 
21:35:47.622 WARN  Total activation time: 80 
21:35:47.623 WARN  Total collision time: 8 
21:35:47.623 WARN  Total cycle time: 468 
21:35:47.624 WARN  Total player update time: 106 
21:35:47.625 WARN  Total lb+minimap processing time: 246 
21:35:47.625 WARN  Total entity physics calculation time: 49 
21:35:47.626 WARN  Total entity life+thought cycle time: 92 
21:35:47.627 WARN  Total entity selfie-taking time: 22 
21:35:47.627 WARN  Total time: 1071 
21:35:48.763 WARN  ~~ LOOPS: 13. ENTITY #: 469//138. VIEW #: 3. BACKLOGGED :: 124.385%! ~~ 
21:35:48.764 WARN  Total activation time: 79 
21:35:48.764 WARN  Total collision time: 36 
21:35:48.765 WARN  Total cycle time: 424 
21:35:48.766 WARN  Total player update time: 66 
21:35:48.766 WARN  Total lb+minimap processing time: 124 
21:35:48.767 WARN  Total entity physics calculation time: 38 
21:35:48.767 WARN  Total entity life+thought cycle time: 145 
21:35:48.768 WARN  Total entity selfie-taking time: 39 
21:35:48.768 WARN  Total time: 951 
21:35:49.937 WARN  ~~ LOOPS: 13. ENTITY #: 468//141. VIEW #: 3. BACKLOGGED :: 119.538%! ~~ 
21:35:49.937 WARN  Total activation time: 94 
21:35:49.937 WARN  Total collision time: 46 
21:35:49.938 WARN  Total cycle time: 378 
21:35:49.938 WARN  Total player update time: 89 
21:35:49.938 WARN  Total lb+minimap processing time: 141 
21:35:49.938 WARN  Total entity physics calculation time: 72 
21:35:49.938 WARN  Total entity life+thought cycle time: 115 
21:35:49.938 WARN  Total entity selfie-taking time: 34 
21:35:49.938 WARN  Total time: 969 
21:35:51.202 WARN  ~~ LOOPS: 7. ENTITY #: 469//144. VIEW #: 3. BACKLOGGED :: 295.714%! ~~ 
21:35:51.202 WARN  Total activation time: 120 
21:35:51.202 WARN  Total collision time: 77 
21:35:51.202 WARN  Total cycle time: 493 
21:35:51.203 WARN  Total player update time: 168 
21:35:51.203 WARN  Total lb+minimap processing time: 126 
21:35:51.203 WARN  Total entity physics calculation time: 102 
21:35:51.203 WARN  Total entity life+thought cycle time: 113 
21:35:51.203 WARN  Total entity selfie-taking time: 36 
21:35:51.203 WARN  Total time: 1235 
21:35:52.517 WARN  ~~ LOOPS: 11. ENTITY #: 483//144. VIEW #: 3. BACKLOGGED :: 181.364%! ~~ 
21:35:52.518 WARN  Total activation time: 56 
21:35:52.531 WARN  Total collision time: 34 
21:35:52.531 WARN  Total cycle time: 575 
21:35:52.532 WARN  Total player update time: 84 
21:35:52.532 WARN  Total lb+minimap processing time: 185 
21:35:52.533 WARN  Total entity physics calculation time: 38 
21:35:52.533 WARN  Total entity life+thought cycle time: 304 
21:35:52.534 WARN  Total entity selfie-taking time: 61 
21:35:52.535 WARN  Total time: 1337 
21:35:53.578 WARN  ~~ LOOPS: 10. ENTITY #: 481//155. VIEW #: 3. BACKLOGGED :: 174.000%! ~~ 
21:35:53.578 WARN  Total activation time: 79 
21:35:53.578 WARN  Total collision time: 98 
21:35:53.578 WARN  Total cycle time: 403 
21:35:53.578 WARN  Total player update time: 109 
21:35:53.578 WARN  Total lb+minimap processing time: 51 
21:35:53.578 WARN  Total entity physics calculation time: 57 
21:35:53.578 WARN  Total entity life+thought cycle time: 158 
21:35:53.579 WARN  Total entity selfie-taking time: 33 
21:35:53.579 WARN  Total time: 988 
21:35:54.655 WARN  ~~ LOOPS: 14. ENTITY #: 482//153. VIEW #: 3. BACKLOGGED :: 107.143%! ~~ 
21:35:54.655 WARN  Total activation time: 48 
21:35:54.655 WARN  Total collision time: 13 
21:35:54.655 WARN  Total cycle time: 439 
21:35:54.655 WARN  Total player update time: 88 
21:35:54.655 WARN  Total lb+minimap processing time: 39 
21:35:54.655 WARN  Total entity physics calculation time: 76 
21:35:54.655 WARN  Total entity life+thought cycle time: 152 
21:35:54.655 WARN  Total entity selfie-taking time: 31 
21:35:54.655 WARN  Total time: 886 
21:35:55.722 WARN  ~~ LOOPS: 13. ENTITY #: 483//147. VIEW #: 3. BACKLOGGED :: 112.154%! ~~ 
21:35:55.722 WARN  Total activation time: 79 
21:35:55.722 WARN  Total collision time: 41 
21:35:55.722 WARN  Total cycle time: 366 
21:35:55.722 WARN  Total player update time: 93 
21:35:55.722 WARN  Total lb+minimap processing time: 64 
21:35:55.722 WARN  Total entity physics calculation time: 90 
21:35:55.723 WARN  Total entity life+thought cycle time: 95 
21:35:55.723 WARN  Total entity selfie-taking time: 62 
21:35:55.723 WARN  Total time: 890 
